Package,License,maintainer,DOI,authorItem,Descr_lang,Descr
Rbec,LGPL (>= 2.1),Pengfan Zhang,10.18129/B9.BIOC.RBEC,Q59532989,en,researcher ORCID ID = 0000-0002-4197-3605
RBGL,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.RBGL,,,
RBioinf,Artistic-2.0,Robert Gentleman,10.18129/B9.BIOC.RBIOINF,Q7344712,en,Canadian statistician and bioinformatician
rBiopaxParser,GPL (>= 2),Frank Kramer,10.18129/B9.BIOC.RBIOPAXPARSER,,,
RBM,GPL (>= 2),Dongmei Li,10.18129/B9.BIOC.RBM,Q61089846,en,researcher ORCID ID = 0000-0001-9140-2483
rbsurv,GPL (>= 2),Soo-heang Eo,10.18129/B9.BIOC.RBSURV,,,
Rcade,GPL-2,Jonathan Cairns,10.18129/B9.BIOC.RCADE,Q42290346,en,researcher
RCASPAR,GPL (>= 3),Douaa Mugahid,10.18129/B9.BIOC.RCASPAR,Q92490347,en,researcher (ORCID 0000-0002-3455-2992)
rcellminer,LGPL (>= 2.1),Augustin Luna,10.18129/B9.BIOC.RCELLMINER,Q92751037,en,researcher (ORCID 0000-0001-5709-371X)
rCGH,Artistic-2.0,Frederic Commo,10.18129/B9.BIOC.RCGH,Q87457497,en,researcher
RCM,GPL-2,Stijn Hawinkel,10.18129/B9.BIOC.RCM,Q91545755,en,researcher (ORCID 0000-0002-4501-5180)
RCSL,GPL-3,Qinglin Mei,10.18129/B9.BIOC.RCSL,,,
Rcwl,GPL-2,Qiang Hu,10.18129/B9.BIOC.RCWL,Q89865938,en,researcher (ORCID 0000-0002-4090-5539)
RcwlPipelines,GPL-2,Qiang Hu,10.18129/B9.BIOC.RCWLPIPELINES,Q89865938,en,researcher (ORCID 0000-0002-4090-5539)
RCX,MIT,Florian Auer,10.18129/B9.BIOC.RCX,,,
RCyjs,MIT,Paul Shannon,10.18129/B9.BIOC.RCYJS,,,
RDRToolbox,GPL (>= 2),Christoph Bartenhagen,10.18129/B9.BIOC.RDRTOOLBOX,,,
ReactomeContentService4R,Apache License 2.0,Chi-Lam Poon,10.18129/B9.BIOC.REACTOMECONTENTSERVICE4R,Q104742846,en,researcher
ReactomeGraph4R,Apache License 2.0,Chi-Lam Poon,10.18129/B9.BIOC.REACTOMEGRAPH4R,Q104742846,en,researcher
ReactomeGSA,MIT,Johannes Griss,10.18129/B9.BIOC.REACTOMEGSA,Q29998980,en,researcher
REBET,GPL-2,Bill Wheeler,10.18129/B9.BIOC.REBET,,,
rebook,GPL-3,Aaron Lun,10.18129/B9.BIOC.REBOOK,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
receptLoss,GPL-3,Daniel Pique,10.18129/B9.BIOC.RECEPTLOSS,Q96644189,en,researcher
reconsi,GPL-2,Stijn Hawinkel,10.18129/B9.BIOC.RECONSI,Q91545755,en,researcher (ORCID 0000-0002-4501-5180)
recount3,Artistic-2.0,Leonardo Collado-Torres,10.18129/B9.BIOC.RECOUNT3,Q56433434,en,researcher
recoup,GPL (>= 3),Panagiotis Moulos,10.18129/B9.BIOC.RECOUP,Q104755397,en,researcher
RedeR,GPL (>= 3),Mauro Castro,10.18129/B9.BIOC.REDER,Q41049476,en,researcher
REDseq,GPL (>= 2),Lihua Julie Zhu,10.18129/B9.BIOC.REDSEQ,Q59510987,en,researcher ORCID ID = 0000-0001-7416-0590
RefPlus,GPL (>= 2),Kai-Ming Chang,10.18129/B9.BIOC.REFPLUS,,,
RegEnrich,GPL (>= 2),Weiyang Tao,10.18129/B9.BIOC.REGENRICH,Q100299210,en,researcher (ORCID 0000-0003-1107-5975)
regsplice,MIT,Lukas M. Weber,10.18129/B9.BIOC.REGSPLICE,,,
regutools,Artistic-2.0,Joselyn Chavez,10.18129/B9.BIOC.REGUTOOLS,Q88474441,en,researcher
REMP,GPL-3,Yinan Zheng,10.18129/B9.BIOC.REMP,Q59591375,en,researcher ORCID ID = 0000-0002-2006-7320
Repitools,LGPL (>= 2.1),Mark Robinson,10.18129/B9.BIOC.REPITOOLS,Q37391287,en,researcher
RepViz,GPL-3,"Thomas Faux, Asta Laiho",10.18129/B9.BIOC.REPVIZ,,,
ReQON,GPL-2,Christopher Cabanski,10.18129/B9.BIOC.REQON,,,
ResidualMatrix,GPL-3,Aaron Lun,10.18129/B9.BIOC.RESIDUALMATRIX,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
restfulSE,Artistic-2.0,Shweta Gopaulakrishnan,10.18129/B9.BIOC.RESTFULSE,,,
rexposome,MIT,Xavier Escribà Montagut,10.18129/B9.BIOC.REXPOSOME,,,
Rfastp,GPL-3,Thomas Carroll,10.18129/B9.BIOC.RFASTP,Q73146220,en,researcher
rfPred,GPL (>= 2),Hugo Varet,10.18129/B9.BIOC.RFPRED,Q90350158,en,researcher (ORCID 0000-0003-3980-4463)
rGADEM,Artistic-2.0,Arnaud Droit,10.18129/B9.BIOC.RGADEM,Q86783080,en,researcher and university professor
rGenomeTracks,GPL-3,Omar Elashkar,10.18129/B9.BIOC.RGENOMETRACKS,,,
Rgin,MIT,Hector Climente-Gonzalez,10.18129/B9.BIOC.RGIN,Q57450057,en,researcher
RGMQL,Artistic-2.0,Simone Pallotta,10.18129/B9.BIOC.RGMQL,,,
rgoslin,MIT,Nils Hoffmann,10.18129/B9.BIOC.RGOSLIN,Q61152364,en,researcher ORCID ID = 0000-0002-6540-6875
RGraph2js,GPL-2,Stephane Cano,10.18129/B9.BIOC.RGRAPH2JS,,,
Rgraphviz,EPL,Kasper Daniel Hansen,10.18129/B9.BIOC.RGRAPHVIZ,Q30504905,en,researcher
rGREAT,MIT,Zuguang Gu,10.18129/B9.BIOC.RGREAT,Q44539523,en,researcher
RGSEA,GPL (>= 3),Chengcheng Ma,10.18129/B9.BIOC.RGSEA,,,
rhdf5,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RHDF5,,,
rhdf5client,Artistic-2.0,Vincent Carey,10.18129/B9.BIOC.RHDF5CLIENT,Q91812157,en,researcher (ORCID 0000-0003-4046-0063)
rhdf5filters,BSD_2_clause,Mike Smith,10.18129/B9.BIOC.RHDF5FILTERS,,,
Rhdf5lib,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RHDF5LIB,,,
Rhisat2,GPL-3,Charlotte Soneson,10.18129/B9.BIOC.RHISAT2,Q43290839,en,researcher
Rhtslib,LGPL (>= 2.1),Bioconductor Package Maintainer,10.18129/B9.BIOC.RHTSLIB,,,
RiboCrypt,MIT,Michal Swirski,10.18129/B9.BIOC.RIBOCRYPT,Q30957861,,
RiboDiPA,LGPL (>= 2.1),Ji-Ping Wang,10.18129/B9.BIOC.RIBODIPA,Q93135491,en,researcher (ORCID 0000-0002-8398-939X)
RiboProfiling,GPL-3,A. Popa,10.18129/B9.BIOC.RIBOPROFILING,,,
ribor,GPL-3,Michael Geng,10.18129/B9.BIOC.RIBOR,,,
riboSeqR,GPL-3,Thomas J. Hardcastle,10.18129/B9.BIOC.RIBOSEQR,,,
ribosomeProfilingQC,GPL (>= 3),Jianhong Ou,10.18129/B9.BIOC.RIBOSOMEPROFILINGQC,Q60678173,en,researcher
rifi,GPL-3,Jens Georg,10.18129/B9.BIOC.RIFI,Q42395283,en,researcher
RImmPort,GPL-3,Zicheng Hu,10.18129/B9.BIOC.RIMMPORT,Q98499375,en,researcher
Ringo,Artistic-2.0,J. Toedling,10.18129/B9.BIOC.RINGO,,,
RIPAT,Artistic-2.0,Min-Jeong Baek,10.18129/B9.BIOC.RIPAT,Q99557735,en,researcher
Risa,LGPL (>= 2.1),Alejandra Gonzalez-Beltran,10.18129/B9.BIOC.RISA,Q27824575,en,researcher
RIVER,GPL (>= 2),Yungil Kim,10.18129/B9.BIOC.RIVER,,,
RLassoCox,Artistic-2.0,Wei Liu,10.18129/B9.BIOC.RLASSOCOX,Q68637652,,
RLMM,LGPL (>= 2.1),Nusrat Rabbee,10.18129/B9.BIOC.RLMM,Q102170458,en,Ph.D. Harvard University 2005
RLSeq,MIT,Henry Miller,10.18129/B9.BIOC.RLSEQ,,,
Rmagpie,GPL (>= 3),Camille Maumet,10.18129/B9.BIOC.RMAGPIE,Q57014454,en,researcher
RMassBank,Artistic-2.0,RMassBank at Eawag,10.18129/B9.BIOC.RMASSBANK,,,
rmelting,GPL-2,J. Aravind,10.18129/B9.BIOC.RMELTING,,,
RNAdecay,GPL-2,Reed Sorenson,10.18129/B9.BIOC.RNADECAY,,,
rnaEditr,GPL-3,Lanyu Zhang,10.18129/B9.BIOC.RNAEDITR,,,
RNAinteract,Artistic-2.0,Mike Smith,10.18129/B9.BIOC.RNAINTERACT,,,
RNAmodR,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR,,,
RNAmodR.AlkAnilineSeq,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.ALKANILINESEQ,,,
RNAmodR.ML,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.ML,,,
RNAmodR.RiboMethSeq,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.RNAMODR.RIBOMETHSEQ,,,
RNAsense,GPL-3,Marcus Rosenblatt,10.18129/B9.BIOC.RNASENSE,,,
rnaseqcomp,GPL-3,Mingxiang Teng,10.18129/B9.BIOC.RNASEQCOMP,Q42697106,en,researcher
RNASeqPower,LGPL (>= 2.1),Terry M Therneau,10.18129/B9.BIOC.RNASEQPOWER,,,
RnaSeqSampleSize,GPL (>= 2),Shilin Zhao Developer,10.18129/B9.BIOC.RNASEQSAMPLESIZE,,,
Rnits,GPL-3,Dipen P. Sangurdekar,10.18129/B9.BIOC.RNITS,,,
roar,GPL-3,Elena Grassi,10.18129/B9.BIOC.ROAR,Q56550564,en,researcher
ROC,Artistic-2.0,Vince Carey,10.18129/B9.BIOC.ROC,,,
ROCpAI,GPL-3,Juan-Pedro Garcia,10.18129/B9.BIOC.ROCPAI,Q107574487,,
RolDE,GPL-3,Tommi Valikangas,10.18129/B9.BIOC.ROLDE,,,
rols,GPL-2,Laurent Gatto,10.18129/B9.BIOC.ROLS,Q29998944,en,researcher
ROntoTools,CC BY-NC-ND 4.0,Calin Voichita,10.18129/B9.BIOC.RONTOTOOLS,,,
ropls,CeCILL,Etienne A. Thevenot,10.18129/B9.BIOC.ROPLS,Q43370375,en,researcher
ROSeq,GPL-3,Krishan Gupta,10.18129/B9.BIOC.ROSEQ,,,
RPA,BSD_2_clause,Leo Lahti,10.18129/B9.BIOC.RPA,Q42633248,en,researcher
rprimer,GPL-3,Sofia Persson,10.18129/B9.BIOC.RPRIMER,Q58678387,en,researcher ORCID ID = 0000-0003-2611-3030
RProtoBufLib,BSD_3_clause,Mike Jiang,10.18129/B9.BIOC.RPROTOBUFLIB,,,
RpsiXML,LGPL (>= 2.1),Jitao David Zhang,10.18129/B9.BIOC.RPSIXML,Q64785559,en,researcher
rpx,GPL-2,Laurent Gatto,10.18129/B9.BIOC.RPX,Q29998944,en,researcher
rqubic,GPL-2,Jitao David Zhang,10.18129/B9.BIOC.RQUBIC,Q64785559,en,researcher
rRDP,GPL-2,Michael Hahsler,10.18129/B9.BIOC.RRDP,Q84562916,en,researcher
RRHO,GPL-2,Jonathan Rosenblatt,10.18129/B9.BIOC.RRHO,Q88337067,en,researcher
rrvgo,GPL-3,Sergi Sayols,10.18129/B9.BIOC.RRVGO,Q56571064,en,researcher
Rsamtools,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.RSAMTOOLS,,,
rsbml,Artistic-2.0,Michael Lawrence,10.18129/B9.BIOC.RSBML,Q57321289,en,researcher (ORCID 0000-0003-1999-0801)
rScudo,GPL-3,Matteo Ciciani,10.18129/B9.BIOC.RSCUDO,,,
rsemmed,Artistic-2.0,Leslie Myint,10.18129/B9.BIOC.RSEMMED,Q88480996,en,researcher
RSeqAn,BSD_3_clause,August Guang,10.18129/B9.BIOC.RSEQAN,Q60055921,en,researcher
RSVSim,LGPL (>= 2.1),Christoph Bartenhagen,10.18129/B9.BIOC.RSVSIM,,,
RTCA,LGPL (>= 2.1),Jitao David Zhang,10.18129/B9.BIOC.RTCA,Q64785559,en,researcher
RTopper,GPL (>= 3),Luigi Marchionni,10.18129/B9.BIOC.RTOPPER,Q52094524,en,researcher
Rtreemix,LGPL (>= 2.1),Jasmina Bogojeska,10.18129/B9.BIOC.RTREEMIX,,,
rTRMui,GPL-3,Diego Diez,10.18129/B9.BIOC.RTRMUI,Q81243268,en,researcher
RUVcorr,GPL-2,Saskia Freytag,10.18129/B9.BIOC.RUVCORR,Q91523347,en,researcher (ORCID 0000-0002-2185-7068)
RUVnormalize,GPL-3,Laurent Jacob,10.18129/B9.BIOC.RUVNORMALIZE,Q87770737,en,researcher (ORCID 0000-0003-4767-0442)
RUVSeq,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.RUVSEQ,Q55979537,en,researcher (ORCID 0000-0001-8508-5012)
RVS,GPL-2,Thomas Sherman,10.18129/B9.BIOC.RVS,,,
rWikiPathways,MIT,Egon Willighagen,10.18129/B9.BIOC.RWIKIPATHWAYS,Q20895241,en,Dutch chemist
S4Vectors,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.S4VECTORS,,,
safe,GPL (>= 2),Ludwig Geistlinger,10.18129/B9.BIOC.SAFE,Q88561965,en,researcher
sagenhaft,GPL (>= 2),Tim Beissbarth,10.18129/B9.BIOC.SAGENHAFT,Q42701830,en,researcher
sampleClassifier,Artistic-2.0,Khadija El Amrani,10.18129/B9.BIOC.SAMPLECLASSIFIER,,,
SamSPECTRAL,GPL (>= 2),Habil,10.18129/B9.BIOC.SAMSPECTRAL,Q17763949,,
sangeranalyseR,GPL-2,Kuan-Hao Chao,10.18129/B9.BIOC.SANGERANALYSER,,,
sangerseqR,GPL-2,Jonathon Hill,10.18129/B9.BIOC.SANGERSEQR,Q37656690,en,researcher
satuRn,Artistic-2.0,Jeroen Gilis,10.18129/B9.BIOC.SATURN,,,
savR,AGPL-3,R. Brent Calder,10.18129/B9.BIOC.SAVR,,,
SBGNview,AGPL-3,Weijun Luo,10.18129/B9.BIOC.SBGNVIEW,Q88221529,en,researcher (ORCID 0000-0002-6048-5164)
SBMLR,GPL-2,Tomas Radivoyevitch,10.18129/B9.BIOC.SBMLR,Q52352675,en,researcher
SC3,GPL-3,Vladimir Kiselev,10.18129/B9.BIOC.SC3,Q57242082,en,researcher
Scale4C,LGPL (>= 2.1),Carolin Walter,10.18129/B9.BIOC.SCALE4C,Q29966678,,
ScaledMatrix,GPL-3,Aaron Lun,10.18129/B9.BIOC.SCALEDMATRIX,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
scanMiR,GPL-3,Fridolin Gross,10.18129/B9.BIOC.SCANMIR,,,
scanMiRApp,GPL-3,Pierre-Luc Germain,10.18129/B9.BIOC.SCANMIRAPP,Q48356693,en,researcher
scAnnotatR,MIT,Johannes Griss,10.18129/B9.BIOC.SCANNOTATR,Q29998980,en,researcher
SCArray,GPL-3,Xiuwen Zheng,10.18129/B9.BIOC.SCARRAY,Q56992852,en,researcher (ORCID 0000-0002-1390-0708)
SCATE,MIT,Wenpin Hou,10.18129/B9.BIOC.SCATE,,,
scatterHatch,MIT,Atul Deshpande,10.18129/B9.BIOC.SCATTERHATCH,Q63506797,en,researcher
scBFA,GPL-3,Ruoxin Li,10.18129/B9.BIOC.SCBFA,,,
SCBN,GPL-2,Yan Zhou,10.18129/B9.BIOC.SCBN,Q42052619,en,researcher ORCID: 0000-0002-5545-5681
scClassify,GPL-3,Yingxin Lin,10.18129/B9.BIOC.SCCLASSIFY,,,
sccomp,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.SCCOMP,Q104281752,en,researcher
scDataviz,GPL-3,Kevin Blighe,10.18129/B9.BIOC.SCDATAVIZ,Q92890211,en,researcher (ORCID 0000-0002-6322-6571)
scDD,GPL-2,Keegan Korthauer,10.18129/B9.BIOC.SCDD,Q63436837,en,researcher
scde,GPL-2,Jean Fan,10.18129/B9.BIOC.SCDE,Q55149609,en,researcher
scds,MIT,Dennis Kostka,10.18129/B9.BIOC.SCDS,Q90616680,en,researcher (ORCID 0000-0002-1460-5487)
SCFA,LGPL (>= 2.1),Duc Tran,10.18129/B9.BIOC.SCFA,Q57069930,en,researcher
scFeatureFilter,MIT,Guillaume Devailly,10.18129/B9.BIOC.SCFEATUREFILTER,Q57031818,en,researcher
scGPS,GPL-3,Quan Nguyen,10.18129/B9.BIOC.SCGPS,Q58324230,en,"researcher, ORCID id # 0000-0001-7870-5703"
schex,GPL-3,Saskia Freytag,10.18129/B9.BIOC.SCHEX,Q91523347,en,researcher (ORCID 0000-0002-2185-7068)
scHOT,GPL-3,Shila Ghazanfar,10.18129/B9.BIOC.SCHOT,Q59709249,en,researcher ORCID ID = 0000-0001-7861-6997
scMAGeCK,BSD_2_clause,Xiaolong Cheng,10.18129/B9.BIOC.SCMAGECK,Q88940641,en,researcher (ORCID 0000-0001-9513-6258)
scmap,GPL-3,Vladimir Kiselev,10.18129/B9.BIOC.SCMAP,Q57242082,en,researcher
scmeth,GPL-2,Divy Kangeyan,10.18129/B9.BIOC.SCMETH,,,
SCnorm,GPL (>= 2),Rhonda Bacher,10.18129/B9.BIOC.SCNORM,Q59676921,en,researcher ORCID ID = 0000-0001-5787-476X
scone,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.SCONE,Q55979537,en,researcher (ORCID 0000-0001-8508-5012)
Sconify,Artistic-2.0,Tyler J Burns,10.18129/B9.BIOC.SCONIFY,,,
SCOPE,GPL-2,Rujin Wang,10.18129/B9.BIOC.SCOPE,,,
scp,Artistic-2.0,Christophe Vanderaa,10.18129/B9.BIOC.SCP,Q92569055,en,researcher (ORCID 0000-0001-7443-5427)
scPCA,MIT,Philippe Boileau,10.18129/B9.BIOC.SCPCA,,,
scPipe,GPL (>= 2),Luyi Tian,10.18129/B9.BIOC.SCPIPE,Q59676590,en,researcher ORCID ID = 0000-0003-3420-3685
scReClassify,GPL-3,Taiyun Kim,10.18129/B9.BIOC.SCRECLASSIFY,,,
scRecover,GPL,Zhun Miao,10.18129/B9.BIOC.SCRECOVER,,,
scRepertoire,Apache License 2.0,Nick Borcherding,10.18129/B9.BIOC.SCREPERTOIRE,,,
scruff,MIT,Zhe Wang,10.18129/B9.BIOC.SCRUFF,Q51525497,en,researcher ORCID: 0000-0003-4103-0751
scry,Artistic-2.0,Kelly Street,10.18129/B9.BIOC.SCRY,Q95627782,en,researcher
scShapes,GPL-3,Malindrie Dharmaratne,10.18129/B9.BIOC.SCSHAPES,,,
scTensor,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.SCTENSOR,Q59158511,en,researcher ORCID ID = 0000-0003-3797-2148
scTGIF,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.SCTGIF,Q59158511,en,researcher ORCID ID = 0000-0003-3797-2148
scTHI,GPL-2,Michele Ceccarelli,10.18129/B9.BIOC.SCTHI,Q42773743,en,researcher
scTreeViz,Artistic-2.0,Jayaram Kancherla,10.18129/B9.BIOC.SCTREEVIZ,Q43837597,en,researcher
SDAMS,GPL,Yuntong Li,10.18129/B9.BIOC.SDAMS,Q92961248,en,researcher (ORCID 0000-0002-3538-1881)
sechm,GPL-3,Pierre-Luc Germain,10.18129/B9.BIOC.SECHM,Q48356693,en,researcher
segmenter,GPL-3,Mahmoud Ahmed,10.18129/B9.BIOC.SEGMENTER,,,
segmentSeq,GPL-3,Thomas J. Hardcastle,10.18129/B9.BIOC.SEGMENTSEQ,,,
selectKSigs,GPL-3,Zhi Yang,10.18129/B9.BIOC.SELECTKSIGS,Q58120268,en,"researcher, ORCID id # 0000-0002-2222-2312"
SELEX,GPL (>= 2),Harmen J. Bussemaker,10.18129/B9.BIOC.SELEX,,,
SemDist,GPL (>= 2),Ian Gonzalez,10.18129/B9.BIOC.SEMDIST,,,
semisup,GPL-3,Armin Rauschenberger,10.18129/B9.BIOC.SEMISUP,Q87418762,en,researcher
SEPIRA,GPL-3,Yuting Chen,10.18129/B9.BIOC.SEPIRA,Q57059752,en,researcher (ORCID 0000-0003-0436-8876)
seq2pathway,GPL-2,Arjun Kinstlick,10.18129/B9.BIOC.SEQ2PATHWAY,,,
seqArchR,GPL-3,Sarvesh Nikumbh,10.18129/B9.BIOC.SEQARCHR,Q87858529,en,researcher
seqCAT,MIT,Erik Fasterius,10.18129/B9.BIOC.SEQCAT,Q59663111,en,researcher ORCID ID = 0000-0003-0492-9960
seqCNA,GPL-3,David Mosen-Ansorena,10.18129/B9.BIOC.SEQCNA,,,
seqcombo,Artistic-2.0,Guangchuang Yu,10.18129/B9.BIOC.SEQCOMBO,Q56548905,en,researcher
SeqGate,GPL (>= 2.0),Stéphanie Rialle,10.18129/B9.BIOC.SEQGATE,,,
SeqGSEA,GPL (>= 3),Xi Wang,10.18129/B9.BIOC.SEQGSEA,Q42779362,en,researcher (ORCID 0000-0002-7572-6354)
seqLogo,LGPL (>= 2.1),Robert Ivanek,10.18129/B9.BIOC.SEQLOGO,Q63681463,en,researcher
seqPattern,GPL-3,Vanja Haberle,10.18129/B9.BIOC.SEQPATTERN,Q56994331,en,researcher
seqsetvis,MIT,Joseph R Boyd,10.18129/B9.BIOC.SEQSETVIS,Q88625560,en,researcher
seqTools,Artistic-2.0,Wolfgang Kaisers,10.18129/B9.BIOC.SEQTOOLS,Q41618652,en,researcher
SeqVarTools,GPL-3,Stephanie M. Gogarten,10.18129/B9.BIOC.SEQVARTOOLS,Q55426348,en,researcher
SEtools,GPL,Pierre-Luc Germain,10.18129/B9.BIOC.SETOOLS,Q48356693,en,researcher
sevenbridges,Apache License 2.0,Soner Koc,10.18129/B9.BIOC.SEVENBRIDGES,Q104143093,en,researcher
SharedObject,GPL-3,Jiefei Wang,10.18129/B9.BIOC.SHAREDOBJECT,Q90928985,en,researcher (ORCID 0000-0002-2709-5332)
shinyepico,AGPL-3,Octavio Morante-Palacios,10.18129/B9.BIOC.SHINYEPICO,,,
SIAMCAT,GPL-3,Jakob Wirbel,10.18129/B9.BIOC.SIAMCAT,Q91000106,en,researcher (ORCID 0000-0002-4073-3562)
SICtools,GPL (>= 2),Xiaobin Xing,10.18129/B9.BIOC.SICTOOLS,,,
SigCheck,Artistic-2.0,Rory Stark,10.18129/B9.BIOC.SIGCHECK,Q42664072,en,researcher
SigFuge,GPL-3,Patrick Kimes,10.18129/B9.BIOC.SIGFUGE,Q59684611,en,researcher ORCID ID = 0000-0001-6819-9077
siggenes,LGPL (>= 2.1),Holger Schwender,10.18129/B9.BIOC.SIGGENES,Q91265114,en,researcher (ORCID 0000-0002-2858-6715)
sights,GPL-3,Elika Garg,10.18129/B9.BIOC.SIGHTS,Q92379810,en,researcher (ORCID 0000-0002-3093-7940)
sigPathway,GPL-2,Weil Lai,10.18129/B9.BIOC.SIGPATHWAY,,,
SigsPack,GPL-3,Franziska Schumann,10.18129/B9.BIOC.SIGSPACK,,,
sigsquared,GPL-3,UnJin Lee,10.18129/B9.BIOC.SIGSQUARED,,,
SIM,GPL (>= 2),Renee X. de Menezes,10.18129/B9.BIOC.SIM,,,
SIMAT,GPL-2,M. R. Nezami Ranjbar,10.18129/B9.BIOC.SIMAT,,,
SimBindProfiles,GPL-3,Bettina Fischer,10.18129/B9.BIOC.SIMBINDPROFILES,Q89334273,en,researcher
SIMD,GPL-3,Jiadi Zhu,10.18129/B9.BIOC.SIMD,Q90370561,en,researcher (ORCID 0000-0001-7319-3913)
SimFFPE,LGPL (>= 2.1),Lanying Wei,10.18129/B9.BIOC.SIMFFPE,,,
similaRpeak,Artistic-2.0,Astrid Deschênes,10.18129/B9.BIOC.SIMILARPEAK,Q41046641,en,researcher
simplifyEnrichment,MIT,Zuguang Gu,10.18129/B9.BIOC.SIMPLIFYENRICHMENT,Q44539523,en,researcher
sincell,GPL (>= 2),Miguel Julia,10.18129/B9.BIOC.SINCELL,Q85430696,en,researcher
single,MIT,Rocio Espada,10.18129/B9.BIOC.SINGLE,Q41048756,en,researcher (ORCID 0000-0003-3829-473X)
SingleCellExperiment,GPL-3,Davide Risso,10.18129/B9.BIOC.SINGLECELLEXPERIMENT,Q55979537,en,researcher (ORCID 0000-0001-8508-5012)
SingleCellSignalR,GPL-3,Jacques Colinge,10.18129/B9.BIOC.SINGLECELLSIGNALR,Q30169839,en,researcher
singleCellTK,MIT,Yichen Wang,10.18129/B9.BIOC.SINGLECELLTK,Q43066456,en,researcher
SingleMoleculeFootprinting,GPL-3,Guido Barzaghi,10.18129/B9.BIOC.SINGLEMOLECULEFOOTPRINTING,,,
SISPA,GPL-2,Bhakti Dwivedi,10.18129/B9.BIOC.SISPA,Q50107918,en,researcher
sitadela,Artistic-2.0,Panagiotis Moulos,10.18129/B9.BIOC.SITADELA,Q104755397,en,researcher
sitePath,MIT,Chengyang Ji,10.18129/B9.BIOC.SITEPATH,,,
sizepower,LGPL (>= 2.1),Weiliang Qiu,10.18129/B9.BIOC.SIZEPOWER,Q55507718,en,researcher
skewr,GPL-2,Ryan Putney,10.18129/B9.BIOC.SKEWR,,,
slalom,GPL-2,Davis McCarthy,10.18129/B9.BIOC.SLALOM,Q37391267,en,researcher
slingshot,Artistic-2.0,Kelly Street,10.18129/B9.BIOC.SLINGSHOT,Q95627782,en,researcher
SLqPCR,GPL (>= 2),Matthias Kohl,10.18129/B9.BIOC.SLQPCR,Q56594914,en,researcher
SMAD,MIT,Qingzhou Zhang,10.18129/B9.BIOC.SMAD,Q85634863,en,researcher
SMAP,GPL-2,Robin Andersson,10.18129/B9.BIOC.SMAP,Q39066508,en,researcher
SMITE,GPL (>= 2),Neil Ari Wijetunga,10.18129/B9.BIOC.SMITE,,,
SNAGEE,Artistic-2.0,David Venet,10.18129/B9.BIOC.SNAGEE,Q99564335,en,researcher
snapCGH,GPL,John Marioni,10.18129/B9.BIOC.SNAPCGH,Q38320103,en,researcher
snapcount,MIT,Rone Charles,10.18129/B9.BIOC.SNAPCOUNT,Q85887367,en,researcher
snm,LGPL (>= 2.1),John D. Storey,10.18129/B9.BIOC.SNM,Q55121965,en,genomics statistician
SNPediaR,GPL-2,David Montaner,10.18129/B9.BIOC.SNPEDIAR,Q37609122,en,researcher
SNPhood,LGPL (>= 2.1),Christian Arnold,10.18129/B9.BIOC.SNPHOOD,Q57463112,en,researcher ORCID ID = 0000-0001-9088-4150
snpStats,GPL-3,David Clayton,10.18129/B9.BIOC.SNPSTATS,Q47502495,en,researcher
soGGi,GPL (>= 3),Tom Carroll,10.18129/B9.BIOC.SOGGI,,,
sojourner,Artistic-2.0,Sojourner Developer,10.18129/B9.BIOC.SOJOURNER,,,
SOMNiBUS,MIT,Kathleen Klein,10.18129/B9.BIOC.SOMNIBUS,,,
SpacePAC,GPL-2,Gregory Ryslik,10.18129/B9.BIOC.SPACEPAC,Q102430589,en,Ph.D. Yale University 2014
Spaniel,MIT,Rachel Queen,10.18129/B9.BIOC.SPANIEL,Q103835856,en,researcher
sparrow,MIT,Steve Lianoglou,10.18129/B9.BIOC.SPARROW,Q59384474,en,researcher ORCID ID = 0000-0002-0924-1754
sparseDOSSA,MIT,Boyu Ren,10.18129/B9.BIOC.SPARSEDOSSA,,,
sparseMatrixStats,MIT,Constantin Ahlmann-Eltze,10.18129/B9.BIOC.SPARSEMATRIXSTATS,,,
sparsenetgls,GPL-3,Irene Zeng,10.18129/B9.BIOC.SPARSENETGLS,Q45938727,en,researcher
SpatialCPie,MIT,Joseph Bergenstraahle,10.18129/B9.BIOC.SPATIALCPIE,,,
spatialDE,MIT,Davide Corso,10.18129/B9.BIOC.SPATIALDE,,,
