Package,License,maintainer,DOI
systemPipeTools,Artistic-2.0,Daniela Cassol,10.18129/B9.BIOC.SYSTEMPIPETOOLS
target,GPL-3,Mahmoud Ahmed,10.18129/B9.BIOC.TARGET
TargetDecoy,Artistic-2.0,Elke Debrie,10.18129/B9.BIOC.TARGETDECOY
TBSignatureProfiler,MIT,Aubrey Odom-Mabey,10.18129/B9.BIOC.TBSIGNATUREPROFILER
TCC,GPL-2,Jianqiang Sun,10.18129/B9.BIOC.TCC
TCGAbiolinksGUI,GPL (>= 3),Tiago C. Silva,10.18129/B9.BIOC.TCGABIOLINKSGUI
TCGAutils,Artistic-2.0,Marcel Ramos,10.18129/B9.BIOC.TCGAUTILS
TCseq,GPL (>= 2),Mengjun Wu,10.18129/B9.BIOC.TCSEQ
TDARACNE,GPL-2,Zoppoli Pietro,10.18129/B9.BIOC.TDARACNE
TEKRABber,GPL (>= 2),Yao-Chung Chen,10.18129/B9.BIOC.TEKRABBER
tenXplore,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.TENXPLORE
TEQC,GPL (>= 2),Sarah Bonnin,10.18129/B9.BIOC.TEQC
ternarynet,GPL (>= 2),McCall N. Matthew,10.18129/B9.BIOC.TERNARYNET
terraTCGAdata,Artistic-2.0,Marcel Ramos,10.18129/B9.BIOC.TERRATCGADATA
TFARM,Artistic-2.0,Liuba Nausicaa Martino,10.18129/B9.BIOC.TFARM
TFHAZ,Artistic-2.0,Gaia Ceddia,10.18129/B9.BIOC.TFHAZ
TFutils,Artistic-2.0,Vincent Carey,10.18129/B9.BIOC.TFUTILS
tidybulk,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYBULK
tidySingleCellExperiment,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYSINGLECELLEXPERIMENT
tidySummarizedExperiment,GPL-3,Stefano Mangiola,10.18129/B9.BIOC.TIDYSUMMARIZEDEXPERIMENT
TileDBArray,MIT,Aaron Lun,10.18129/B9.BIOC.TILEDBARRAY
tilingArray,Artistic-2.0,Zhenyu Xu,10.18129/B9.BIOC.TILINGARRAY
timecourse,LGPL (>= 2.1),Yu Chuan Tai,10.18129/B9.BIOC.TIMECOURSE
timeOmics,GPL-3,Antoine Bodein,10.18129/B9.BIOC.TIMEOMICS
timescape,GPL-3,Maia Smith,10.18129/B9.BIOC.TIMESCAPE
TimeSeriesExperiment,MIT,Lan Huong Nguyen,10.18129/B9.BIOC.TIMESERIESEXPERIMENT
TimiRGeN,GPL-3,Krutik Patel,10.18129/B9.BIOC.TIMIRGEN
TIN,Artistic-2.0,Bjarne Johannessen,10.18129/B9.BIOC.TIN
TitanCNA,GPL-3,Gavin Ha,10.18129/B9.BIOC.TITANCNA
tkWidgets,Artistic-2.0,J. Zhang,10.18129/B9.BIOC.TKWIDGETS
tLOH,MIT,Michelle Webb,10.18129/B9.BIOC.TLOH
TMixClust,GPL (>= 2),Monica Golumbeanu,10.18129/B9.BIOC.TMIXCLUST
TNBC.CMS,GPL-3,Doyeong Yu,10.18129/B9.BIOC.TNBC.CMS
TnT,AGPL-3,Jialin Ma,10.18129/B9.BIOC.TNT
TOAST,GPL-2,Ziyi Li,10.18129/B9.BIOC.TOAST
tomoda,MIT,Wendao Liu,10.18129/B9.BIOC.TOMODA
tomoseqr,MIT,Ryosuke Matsuzawa,10.18129/B9.BIOC.TOMOSEQR
topGO,LGPL (>= 2.1),Adrian Alexa,10.18129/B9.BIOC.TOPGO
ToxicoGx,MIT,Benjamin Haibe-Kains,10.18129/B9.BIOC.TOXICOGX
TPP,Artistic-2.0,Dorothee Childs,10.18129/B9.BIOC.TPP
tracktables,GPL (>= 3),Tom Carroll,10.18129/B9.BIOC.TRACKTABLES
tradeSeq,MIT,Hector Roux de Bezieux,10.18129/B9.BIOC.TRADESEQ
TrajectoryGeometry,MIT,Michael Shapiro,10.18129/B9.BIOC.TRAJECTORYGEOMETRY
TrajectoryUtils,GPL-3,Aaron Lun,10.18129/B9.BIOC.TRAJECTORYUTILS
transcriptR,GPL-3,Armen R. Karapetyan,10.18129/B9.BIOC.TRANSCRIPTR
transformGamPoi,GPL-3,Constantin Ahlmann-Eltze,10.18129/B9.BIOC.TRANSFORMGAMPOI
tRanslatome,GPL-3,Toma Tebaldi,10.18129/B9.BIOC.TRANSLATOME
transomics2cytoscape,Artistic-2.0,Kozo Nishida,10.18129/B9.BIOC.TRANSOMICS2CYTOSCAPE
TransView,GPL-3,Julius Muller,10.18129/B9.BIOC.TRANSVIEW
TraRe,MIT,Jesus De La Fuente Cedeño,10.18129/B9.BIOC.TRARE
traseR,GPL,li chen,10.18129/B9.BIOC.TRASER
Travel,GPL-3,Jiefei Wang,10.18129/B9.BIOC.TRAVEL
traviz,MIT,Koen Van den Berge,10.18129/B9.BIOC.TRAVIZ
treeio,Artistic-2.0,Guangchuang Yu,10.18129/B9.BIOC.TREEIO
treekoR,GPL-3,Adam Chan,10.18129/B9.BIOC.TREEKOR
TreeSummarizedExperiment,GPL (>= 2),Ruizhu Huang,10.18129/B9.BIOC.TREESUMMARIZEDEXPERIMENT
TREG,Artistic-2.0,Louise Huuki-Myers,10.18129/B9.BIOC.TREG
trena,GPL-3,Paul Shannon,10.18129/B9.BIOC.TRENA
Trendy,GPL-3,Rhonda Bacher,10.18129/B9.BIOC.TRENDY
TRESS,GPL-3,Zhenxing Guo,10.18129/B9.BIOC.TRESS
trigger,GPL-3,John D. Storey,10.18129/B9.BIOC.TRIGGER
trio,LGPL (>= 2.1),Holger Schwender,10.18129/B9.BIOC.TRIO
tripr,MIT,Iason Ofeidis,10.18129/B9.BIOC.TRIPR
tRNA,GPL-3,Felix GM Ernst,10.18129/B9.BIOC.TRNA
tRNAdbImport,GPL-3,Felix G.M. Ernst,10.18129/B9.BIOC.TRNADBIMPORT
tRNAscanImport,GPL-3,Felix G.M. Ernst,10.18129/B9.BIOC.TRNASCANIMPORT
TRONCO,GPL-3,Luca De Sano,10.18129/B9.BIOC.TRONCO
TSCAN,GPL (>= 2),Zhicheng Ji,10.18129/B9.BIOC.TSCAN
tscR,Artistic-2.0,Fernando Pérez-Sanz,10.18129/B9.BIOC.TSCR
tspair,GPL-2,Jeffrey T. Leek,10.18129/B9.BIOC.TSPAIR
ttgsea,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.TTGSEA
TTMap,GPL-2,Rachel Jeitziner,10.18129/B9.BIOC.TTMAP
TurboNorm,LGPL (>= 2.1),Maarten van Iterson,10.18129/B9.BIOC.TURBONORM
TVTB,Artistic-2.0,Kevin Rue-Albrecht,10.18129/B9.BIOC.TVTB
tweeDEseq,GPL (>= 2),Juan R Gonzalez,10.18129/B9.BIOC.TWEEDESEQ
twilight,GPL (>= 2),Stefanie Scheid,10.18129/B9.BIOC.TWILIGHT
twoddpcr,GPL-3,Anthony Chiu,10.18129/B9.BIOC.TWODDPCR
txcutr,GPL-3,Mervin Fansler,10.18129/B9.BIOC.TXCUTR
TypeInfo,BSD_2_clause,Duncan Temple Lang,10.18129/B9.BIOC.TYPEINFO
UCell,GPL-3,Massimo Andreatta,10.18129/B9.BIOC.UCELL
UMI4Cats,Artistic-2.0,Mireia Ramos-Rodriguez,10.18129/B9.BIOC.UMI4CATS
uncoverappLib,MIT,Emanuela Iovino,10.18129/B9.BIOC.UNCOVERAPPLIB
UNDO,GPL-2,Niya Wang,10.18129/B9.BIOC.UNDO
unifiedWMWqPCR,GPL (>= 2),Joris Meys,10.18129/B9.BIOC.UNIFIEDWMWQPCR
UniProt.ws,Artistic License 2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.UNIPROT.WS
universalmotif,GPL-3,Benjamin Jean-Marie Tremblay,10.18129/B9.BIOC.UNIVERSALMOTIF
updateObject,Artistic-2.0,Hervé Pagès,10.18129/B9.BIOC.UPDATEOBJECT
uSORT,Artistic-2.0,Hao Chen,10.18129/B9.BIOC.USORT
VAExprs,Artistic-2.0,Dongmin Jung,10.18129/B9.BIOC.VAEXPRS
VanillaICE,LGPL (>= 2.1),Robert Scharpf,10.18129/B9.BIOC.VANILLAICE
VarCon,GPL-3,Johannes Ptok,10.18129/B9.BIOC.VARCON
VariantExperiment,GPL-3,Qian Liu,10.18129/B9.BIOC.VARIANTEXPERIMENT
VariantFiltering,Artistic-2.0,Robert Castelo,10.18129/B9.BIOC.VARIANTFILTERING
VariantTools,Artistic-2.0,Michael Lawrence,10.18129/B9.BIOC.VARIANTTOOLS
vbmp,GPL (>= 2),Nicola Lama,10.18129/B9.BIOC.VBMP
VCFArray,GPL-3,Qian Liu,10.18129/B9.BIOC.VCFARRAY
VegaMC,GPL-2,Sandro Morganella,10.18129/B9.BIOC.VEGAMC
velociraptor,MIT,Kevin Rue-Albrecht,10.18129/B9.BIOC.VELOCIRAPTOR
veloviz,GPL-3,Lyla Atta,10.18129/B9.BIOC.VELOVIZ
VennDetail,GPL-2,Kai Guo,10.18129/B9.BIOC.VENNDETAIL
vidger,GPL-3,Brandon Monier,10.18129/B9.BIOC.VIDGER
vissE,GPL-3,Dharmesh D. Bhuva,10.18129/B9.BIOC.VISSE
VplotR,GPL-3,Jacques Serizay,10.18129/B9.BIOC.VPLOTR
vsn,Artistic-2.0,Wolfgang Huber,10.18129/B9.BIOC.VSN
vtpnet,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.VTPNET
vulcan,LGPL (>= 2.1),Federico M. Giorgi,10.18129/B9.BIOC.VULCAN
waddR,MIT,Julian Flesch,10.18129/B9.BIOC.WADDR
weaver,GPL-2,Seth Falcon,10.18129/B9.BIOC.WEAVER
webbioc,GPL (>= 2),Colin A. Smith,10.18129/B9.BIOC.WEBBIOC
weitrix,LGPL (>= 2.1),Paul Harrison,10.18129/B9.BIOC.WEITRIX
widgetTools,LGPL (>= 2.1),Jianhua Zhang,10.18129/B9.BIOC.WIDGETTOOLS
wiggleplotr,Apache License 2.0,Kaur Alasoo,10.18129/B9.BIOC.WIGGLEPLOTR
wpm,Artistic-2.0,Helene Borges,10.18129/B9.BIOC.WPM
wppi,MIT,Ana Galhoz,10.18129/B9.BIOC.WPPI
Wrench,Artistic-2.0,Hector Corrada Bravo,10.18129/B9.BIOC.WRENCH
xcms,GPL (>= 2),Steffen Neumann,10.18129/B9.BIOC.XCMS
xcore,GPL-2,Maciej Migdał,10.18129/B9.BIOC.XCORE
Xeva,GPL-3,Benjamin Haibe-Kains,10.18129/B9.BIOC.XEVA
XINA,GPL-3,Lang Ho Lee,10.18129/B9.BIOC.XINA
xmapbridge,LGPL (>= 2.1),Chris Wirth,10.18129/B9.BIOC.XMAPBRIDGE
XNAString,GPL-2,Marianna Plucinska,10.18129/B9.BIOC.XNASTRING
XVector,Artistic-2.0,Hervé Pagès,10.18129/B9.BIOC.XVECTOR
YAPSA,GPL-3,Daniel Huebschmann,10.18129/B9.BIOC.YAPSA
yarn,Artistic-2.0,Joseph N Paulson,10.18129/B9.BIOC.YARN
zellkonverter,MIT,Luke Zappia,10.18129/B9.BIOC.ZELLKONVERTER
zFPKM,GPL-3,Ron Ammar,10.18129/B9.BIOC.ZFPKM
zinbwave,Artistic-2.0,Davide Risso,10.18129/B9.BIOC.ZINBWAVE
zlibbioc,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.ZLIBBIOC
