Package,Version,Depends,License,DOI
MetID,1.14.0,R (>= 3.5),Artistic-2.0,10.18129/B9.BIOC.METID
MetNet,1.14.0,"R (>= 4.0), S4Vectors (>= 0.28.1), SummarizedExperiment (>=
1.20.0)",GPL (>= 3),10.18129/B9.BIOC.METNET
mfa,1.18.0,R (>= 3.4.0),GPL (>= 2),10.18129/B9.BIOC.MFA
Mfuzz,2.56.0,"R (>= 2.5.0), Biobase (>= 2.5.5), e1071",GPL-2,10.18129/B9.BIOC.MFUZZ
MGFM,1.30.0,"AnnotationDbi,annotate",GPL-3,10.18129/B9.BIOC.MGFM
MGFR,1.22.0,R (>= 3.5),GPL-3,10.18129/B9.BIOC.MGFR
mgsa,1.44.0,"R (>= 2.14.0), methods, gplots",Artistic-2.0,10.18129/B9.BIOC.MGSA
mia,1.4.0,"R (>= 4.0), SummarizedExperiment, SingleCellExperiment,
TreeSummarizedExperiment (>= 1.99.3), MultiAssayExperiment",Artistic-2.0,10.18129/B9.BIOC.MIA
miaSim,1.2.0,"SummarizedExperiment, TreeSummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.MIASIM
miaViz,1.4.0,"R (>= 4.0), SummarizedExperiment, TreeSummarizedExperiment,
mia (>= 0.99), ggplot2, ggraph (>= 2.0)",Artistic-2.0,10.18129/B9.BIOC.MIAVIZ
MiChip,1.50.0,"R (>= 2.3.0), Biobase",GPL (>= 2),10.18129/B9.BIOC.MICHIP
microbiome,1.18.0,"R (>= 3.6.0), phyloseq, ggplot2",BSD_2_clause,10.18129/B9.BIOC.MICROBIOME
microbiomeDASim,1.10.0,R (>= 3.6.0),MIT,10.18129/B9.BIOC.MICROBIOMEDASIM
microbiomeExplorer,1.6.0,"shiny, magrittr, metagenomeSeq, Biobase",MIT,10.18129/B9.BIOC.MICROBIOMEEXPLORER
microbiomeMarker,1.2.2,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.MICROBIOMEMARKER
MicrobiomeProfiler,1.2.0,R (>= 4.1.0),GPL-2,10.18129/B9.BIOC.MICROBIOMEPROFILER
MicrobiotaProcess,1.8.1,R (>= 4.0.0),GPL (>= 3.0),10.18129/B9.BIOC.MICROBIOTAPROCESS
microRNA,1.54.0,R (>= 2.10),Artistic-2.0,10.18129/B9.BIOC.MICRORNA
midasHLA,1.4.0,"R (>= 4.1), MultiAssayExperiment (>= 1.8.3)",MIT,10.18129/B9.BIOC.MIDASHLA
MIGSA,1.20.0,"R (>= 3.4), methods, BiocGenerics",GPL (>= 2),10.18129/B9.BIOC.MIGSA
miloR,1.4.0,"R (>= 4.0.0), edgeR",GPL-3,10.18129/B9.BIOC.MILOR
mimager,1.20.0,Biobase,MIT,10.18129/B9.BIOC.MIMAGER
MIMOSA,1.34.0,"R (>= 3.0.2), MASS, plyr, reshape, Biobase, ggplot2",MIT,10.18129/B9.BIOC.MIMOSA
mina,1.4.0,R (>= 4.0.0),GPL,10.18129/B9.BIOC.MINA
MineICA,1.36.0,"R (>= 2.10), methods, BiocGenerics (>= 0.13.8), Biobase, plyr,
ggplot2, scales, foreach, xtable, biomaRt, gtools, GOstats,
cluster, marray, mclust, RColorBrewer, colorspace, igraph,
Rgraphviz, graph, annotate, Hmisc, fastICA, JADE",GPL-2,10.18129/B9.BIOC.MINEICA
minet,3.54.0,NA,Artistic-2.0,10.18129/B9.BIOC.MINET
minfi,1.42.0,"methods, BiocGenerics (>= 0.15.3), GenomicRanges,
SummarizedExperiment (>= 1.1.6), Biostrings, bumphunter (>=
1.1.9)",Artistic-2.0,10.18129/B9.BIOC.MINFI
MinimumDistance,1.40.0,"R (>= 3.5.0), VanillaICE (>= 1.47.1)",Artistic-2.0,10.18129/B9.BIOC.MINIMUMDISTANCE
MiPP,1.68.0,R (>= 2.4),GPL (>= 2),10.18129/B9.BIOC.MIPP
miQC,1.4.0,R (>= 3.5.0),BSD_3_clause,10.18129/B9.BIOC.MIQC
MIRA,1.18.0,R (>= 3.5),GPL-3,10.18129/B9.BIOC.MIRA
MiRaGE,1.38.0,"R (>= 3.1.0), Biobase(>= 2.23.3)",GPL,10.18129/B9.BIOC.MIRAGE
miRBaseConverter,1.20.0,R (>= 3.4),GPL (>= 2),10.18129/B9.BIOC.MIRBASECONVERTER
miRcomp,1.26.0,"R (>= 3.2), Biobase (>= 2.22.0), miRcompData",GPL-3,10.18129/B9.BIOC.MIRCOMP
mirIntegrator,1.26.0,R (>= 3.3),GPL (>= 3),10.18129/B9.BIOC.MIRINTEGRATOR
miRLAB,1.26.0,NA,GPL (>= 2),10.18129/B9.BIOC.MIRLAB
miRmine,1.18.0,"R (>= 3.5.0), SummarizedExperiment",GPL (>= 3),10.18129/B9.BIOC.MIRMINE
miRNAmeConverter,1.24.0,miRBaseVersions.db,Artistic-2.0,10.18129/B9.BIOC.MIRNAMECONVERTER
miRNApath,1.56.0,"methods, R(>= 2.7.0)",LGPL-2.1,10.18129/B9.BIOC.MIRNAPATH
miRNAtap,1.30.0,"R (>= 3.3.0), AnnotationDbi",GPL-2,10.18129/B9.BIOC.MIRNATAP
miRSM,1.14.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.MIRSM
miRspongeR,2.0.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.MIRSPONGER
mirTarRnaSeq,1.4.0,"R (>= 4.1.0), ggplot2",MIT,10.18129/B9.BIOC.MIRTARRNASEQ
missMethyl,1.30.0,"R (>= 3.6.0), IlluminaHumanMethylation450kanno.ilmn12.hg19,
IlluminaHumanMethylationEPICanno.ilm10b4.hg19",GPL-2,10.18129/B9.BIOC.MISSMETHYL
missRows,1.16.0,"R (>= 3.5), methods, ggplot2, grDevices, MultiAssayExperiment",Artistic-2.0,10.18129/B9.BIOC.MISSROWS
mistyR,1.4.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.MISTYR
mitch,1.8.0,R (>= 4.0),CC BY-SA 4.0,10.18129/B9.BIOC.MITCH
mitoClone2,1.2.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.MITOCLONE2
mixOmics,6.20.0,"R (>= 3.5.0), MASS, lattice, ggplot2",GPL (>= 2),10.18129/B9.BIOC.MIXOMICS
MLInterfaces,1.76.0,"R (>= 3.5), Rcpp, methods, BiocGenerics (>= 0.13.11), Biobase,
annotate, cluster",LGPL,10.18129/B9.BIOC.MLINTERFACES
MLP,1.44.0,NA,GPL-3,10.18129/B9.BIOC.MLP
MLSeq,2.14.0,"caret, ggplot2",GPL (>= 2),10.18129/B9.BIOC.MLSEQ
MMAPPR2,1.10.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.MMAPPR2
MMDiff2,1.24.0,"R (>= 3.5.0), Rsamtools, Biobase",Artistic-2.0,10.18129/B9.BIOC.MMDIFF2
MMUPHin,1.10.1,R (>= 3.6),MIT,10.18129/B9.BIOC.MMUPHIN
mnem,1.12.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.MNEM
moanin,1.4.0,"R (>= 4.0), SummarizedExperiment, topGO, stats",BSD 3-clause License,10.18129/B9.BIOC.MOANIN
MobilityTransformR,1.0.0,"MSnbase, R (>= 4.2)",Artistic-2.0,10.18129/B9.BIOC.MOBILITYTRANSFORMR
MODA,1.22.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.MODA
ModCon,1.4.0,"data.table, parallel, utils, stats, R (>= 4.1)",GPL-3,10.18129/B9.BIOC.MODCON
Modstrings,1.12.0,"R (>= 3.6), Biostrings (>= 2.51.5)",Artistic-2.0,10.18129/B9.BIOC.MODSTRINGS
MOFA2,1.6.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.MOFA2
MOGAMUN,1.6.0,NA,GPL-3,10.18129/B9.BIOC.MOGAMUN
mogsa,1.30.0,R (>= 3.4.0),GPL-2,10.18129/B9.BIOC.MOGSA
MOMA,1.8.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.MOMA
monaLisa,1.2.0,R (>= 4.1),GPL (>= 3),10.18129/B9.BIOC.MONALISA
monocle,2.24.1,"R (>= 2.10.0), methods, Matrix (>= 1.2-6), Biobase, ggplot2
(>= 1.0.0), VGAM (>= 1.0-6), DDRTree (>= 0.1.4),",Artistic-2.0,10.18129/B9.BIOC.MONOCLE
MoonlightR,1.22.0,"R (>= 3.5), doParallel, foreach",GPL (>= 3),10.18129/B9.BIOC.MOONLIGHTR
mosaics,2.34.0,"R (>= 3.0.0), methods, graphics, Rcpp",GPL (>= 2),10.18129/B9.BIOC.MOSAICS
mosbi,1.2.0,R (>= 4.1),AGPL-3,10.18129/B9.BIOC.MOSBI
MOSim,1.10.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.MOSIM
Motif2Site,1.0.0,R (>= 4.1),GPL-2,10.18129/B9.BIOC.MOTIF2SITE
motifbreakR,2.10.0,"R (>= 4.1.0), grid, MotifDb",GPL-2,10.18129/B9.BIOC.MOTIFBREAKR
motifcounter,1.20.0,R(>= 3.0),GPL-2,10.18129/B9.BIOC.MOTIFCOUNTER
motifmatchr,1.18.0,R (>= 3.3),GPL-3,10.18129/B9.BIOC.MOTIFMATCHR
motifStack,1.40.0,"R (>= 2.15.1), methods, grid",GPL (>= 2),10.18129/B9.BIOC.MOTIFSTACK
MouseFM,1.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.MOUSEFM
MPFE,1.32.0,NA,GPL (>= 3),10.18129/B9.BIOC.MPFE
mpra,1.18.0,"R (>= 3.5.0), methods, BiocGenerics, SummarizedExperiment,
limma",Artistic-2.0,10.18129/B9.BIOC.MPRA
MPRAnalyze,1.14.0,NA,GPL-3,10.18129/B9.BIOC.MPRANALYZE
MQmetrics,1.4.0,NA,GPL-3,10.18129/B9.BIOC.MQMETRICS
msa,1.28.0,"R (>= 3.3.0), methods, Biostrings (>= 2.40.0)",GPL (>= 2),10.18129/B9.BIOC.MSA
MSA2dist,1.0.0,R (>= 4.1.0),MIT,10.18129/B9.BIOC.MSA2DIST
MsBackendMassbank,1.4.0,"R (>= 4.0), Spectra (>= 1.5.17)",Artistic-2.0,10.18129/B9.BIOC.MSBACKENDMASSBANK
MsBackendMgf,1.4.0,"R (>= 4.0), Spectra (>= 1.5.14)",Artistic-2.0,10.18129/B9.BIOC.MSBACKENDMGF
MsBackendMsp,1.0.0,"R (>= 4.1.0), Spectra (>= 1.5.14)",Artistic-2.0,10.18129/B9.BIOC.MSBACKENDMSP
MsBackendRawFileReader,1.2.0,"R (>= 4.1), methods, Spectra (>= 1.5.8)",GPL-3,10.18129/B9.BIOC.MSBACKENDRAWFILEREADER
MsCoreUtils,1.8.0,R (>= 3.6.0),Artistic-2.0,10.18129/B9.BIOC.MSCOREUTILS
MsFeatures,1.4.0,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MSFEATURES
msgbsR,1.20.0,"R (>= 3.5.0), GenomicRanges, methods",GPL-2,10.18129/B9.BIOC.MSGBSR
msImpute,1.6.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.MSIMPUTE
msmsEDA,1.34.0,"R (>= 3.0.1), MSnbase",GPL-2,10.18129/B9.BIOC.MSMSEDA
msmsTests,1.34.0,"R (>= 3.0.1), MSnbase, msmsEDA",GPL-2,10.18129/B9.BIOC.MSMSTESTS
MSnbase,2.22.0,"R (>= 3.5), methods, BiocGenerics (>= 0.7.1), Biobase (>=
2.15.2), mzR (>= 2.29.3), S4Vectors, ProtGenerics (>= 1.27.2)",Artistic-2.0,10.18129/B9.BIOC.MSNBASE
MSnID,1.30.0,"R (>= 2.10), Rcpp",Artistic-2.0,10.18129/B9.BIOC.MSNID
MSPrep,1.6.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.MSPREP
msPurity,1.22.0,Rcpp,GPL-3,10.18129/B9.BIOC.MSPURITY
msqrob2,1.4.0,"R (>= 4.1), QFeatures (>= 1.1.2)",Artistic-2.0,10.18129/B9.BIOC.MSQROB2
MSstats,4.4.1,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.MSSTATS
MSstatsConvert,1.6.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.MSSTATSCONVERT
MSstatsLiP,1.2.1,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MSSTATSLIP
MSstatsLOBD,1.4.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.MSSTATSLOBD
MSstatsPTM,1.6.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.MSSTATSPTM
MSstatsQC,2.14.0,R (>= 3.5.0),Artistic License 2.0,10.18129/B9.BIOC.MSSTATSQC
MSstatsQCgui,1.16.0,NA,Artistic License 2.0,10.18129/B9.BIOC.MSSTATSQCGUI
MSstatsSampleSize,1.10.0,R (>= 3.6),Artistic-2.0,10.18129/B9.BIOC.MSSTATSSAMPLESIZE
MSstatsTMT,2.4.0,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MSSTATSTMT
MuData,1.0.0,"Matrix, S4Vectors, rhdf5",GPL-3,10.18129/B9.BIOC.MUDATA
Mulcom,1.46.0,"R (>= 2.10), Biobase",GPL-2,10.18129/B9.BIOC.MULCOM
MultiAssayExperiment,1.22.0,"R (>= 4.2.0), SummarizedExperiment (>= 1.3.81)",Artistic-2.0,10.18129/B9.BIOC.MULTIASSAYEXPERIMENT
MultiBaC,1.6.0,NA,GPL-3,10.18129/B9.BIOC.MULTIBAC
multiClust,1.26.0,NA,GPL (>= 2),10.18129/B9.BIOC.MULTICLUST
multicrispr,1.6.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.MULTICRISPR
multiGSEA,1.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.MULTIGSEA
multiHiCcompare,1.14.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.MULTIHICCOMPARE
MultiMed,2.18.0,R (>= 3.1.0),GPL (>= 2),10.18129/B9.BIOC.MULTIMED
multiMiR,1.18.0,R (>= 3.4),MIT,10.18129/B9.BIOC.MULTIMIR
multiOmicsViz,1.20.0,R (>= 3.3.2),LGPL,10.18129/B9.BIOC.MULTIOMICSVIZ
multiscan,1.56.0,R (>= 2.3.0),GPL (>= 2),10.18129/B9.BIOC.MULTISCAN
multiSight,1.4.0,R (>= 4.1),CeCILL,10.18129/B9.BIOC.MULTISIGHT
multtest,2.52.0,"R (>= 2.10), methods, BiocGenerics, Biobase",LGPL,10.18129/B9.BIOC.MULTTEST
mumosa,1.4.0,SingleCellExperiment,GPL-3,10.18129/B9.BIOC.MUMOSA
MungeSumstats,1.4.5,R(>= 4.1),Artistic-2.0,10.18129/B9.BIOC.MUNGESUMSTATS
muscat,1.10.1,R (>= 4.2),GPL-3,10.18129/B9.BIOC.MUSCAT
muscle,3.38.0,Biostrings,Unlimited,10.18129/B9.BIOC.MUSCLE
musicatk,1.6.0,"R (>= 4.0.0), NMF",LGPL-3,10.18129/B9.BIOC.MUSICATK
MutationalPatterns,3.6.0,"R (>= 4.2.0), GenomicRanges (>= 1.24.0), NMF (>= 0.20.6)",MIT,10.18129/B9.BIOC.MUTATIONALPATTERNS
MVCClass,1.70.0,"R (>= 2.1.0), methods",LGPL,10.18129/B9.BIOC.MVCCLASS
MWASTools,1.20.0,R (>= 3.5.0),CC BY-NC-ND 4.0,10.18129/B9.BIOC.MWASTOOLS
mygene,1.32.0,"R (>= 3.2.1), GenomicFeatures,",Artistic-2.0,10.18129/B9.BIOC.MYGENE
myvariant,1.26.0,"R (>= 3.2.1), VariantAnnotation",Artistic-2.0,10.18129/B9.BIOC.MYVARIANT
mzID,1.34.0,methods,GPL (>= 2),10.18129/B9.BIOC.MZID
mzR,2.30.0,"R (>= 4.0.0), Rcpp (>= 0.10.1), methods, utils",Artistic-2.0,10.18129/B9.BIOC.MZR
"NADfinder",1.20.0,"R (>= 3.5.0), BiocGenerics, IRanges, GenomicRanges, S4Vectors,
SummarizedExperiment",GPL (>= 2),10.18129/B9.BIOC.NADFINDER
NanoMethViz,2.2.0,"R (>= 4.0.0), methods, ggplot2",Apache License (>= 2.0),10.18129/B9.BIOC.NANOMETHVIZ
NanoStringDiff,1.26.0,Biobase,GPL,10.18129/B9.BIOC.NANOSTRINGDIFF
NanoStringNCTools,1.4.0,"R (>= 3.6), Biobase, S4Vectors, ggplot2",MIT,10.18129/B9.BIOC.NANOSTRINGNCTOOLS
NanoStringQCPro,1.28.0,"R (>= 3.2), methods",Artistic-2.0,10.18129/B9.BIOC.NANOSTRINGQCPRO
NanoTube,1.2.0,"R (>= 4.1), Biobase, ggplot2",GPL-3,10.18129/B9.BIOC.NANOTUBE
NBAMSeq,1.12.0,"R (>= 3.6), SummarizedExperiment, S4Vectors",GPL-2,10.18129/B9.BIOC.NBAMSEQ
NBSplice,1.14.0,"R (>= 3.5), methods",GPL (>= 2),10.18129/B9.BIOC.NBSPLICE
ncGTW,1.10.0,"methods, BiocParallel, xcms",GPL-2,10.18129/B9.BIOC.NCGTW
NCIgraph,1.44.0,R (>= 2.10.0),GPL-3,10.18129/B9.BIOC.NCIGRAPH
ncRNAtools,1.6.0,NA,GPL-3,10.18129/B9.BIOC.NCRNATOOLS
ndexr,1.18.0,"igraph, RCX",BSD_3_clause,10.18129/B9.BIOC.NDEXR
nearBynding,1.6.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.NEARBYNDING
Nebulosa,1.6.0,"R (>= 4.0), ggplot2, patchwork",GPL-3,10.18129/B9.BIOC.NEBULOSA
NeighborNet,1.14.0,methods,CC BY-NC-ND 4.0,10.18129/B9.BIOC.NEIGHBORNET
nempi,1.4.0,"R (>= 4.1), mnem",GPL-3,10.18129/B9.BIOC.NEMPI
netbiov,1.30.0,"R (>= 3.1.0), igraph (>= 0.7.1)",GPL (>= 2),10.18129/B9.BIOC.NETBIOV
netboost,2.4.1,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.NETBOOST
netboxr,1.7.1,"R (>= 4.0.0), igraph (>= 1.2.4.1), parallel",LGPL-3,10.18129/B9.BIOC.NETBOXR
netDx,1.8.0,R (>= 3.6),MIT,10.18129/B9.BIOC.NETDX
nethet,1.28.0,NA,GPL-2,10.18129/B9.BIOC.NETHET
netOmics,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.NETOMICS
NetPathMiner,1.32.0,"R (>= 3.0.2), igraph (>= 1.0)",GPL (>= 2),10.18129/B9.BIOC.NETPATHMINER
netprioR,1.22.0,"methods, graphics, R(>= 3.3)",GPL-3,10.18129/B9.BIOC.NETPRIOR
netresponse,1.56.0,"R (>= 2.15.1), BiocStyle, Rgraphviz, rmarkdown, methods,
minet, mclust, reshape2",GPL (>= 2),10.18129/B9.BIOC.NETRESPONSE
NetSAM,1.36.0,"R (>= 3.0.0), seriation (>= 1.0-6), igraph (>= 0.6-1), tools
(>= 3.0.0), WGCNA (>= 1.34.0), biomaRt (>= 2.18.0)",LGPL,10.18129/B9.BIOC.NETSAM
netSmooth,1.16.0,"R (>= 3.5), scater (>= 1.15.11), clusterExperiment (>= 2.1.6)",GPL-3,10.18129/B9.BIOC.NETSMOOTH
networkBMA,2.35.0,"R (>= 2.15.0), stats, utils, BMA, Rcpp (>= 0.10.3),
RcppArmadillo (>= 0.3.810.2), RcppEigen (>= 0.3.1.2.1), leaps",GPL (>= 2),10.18129/B9.BIOC.NETWORKBMA
netZooR,1.0.0,"R (>= 4.1.0), igraph, reticulate, pandaR, yarn",GPL-3,10.18129/B9.BIOC.NETZOOR
NeuCA,1.2.0,"R(>= 3.5.0), keras, limma, e1071, SingleCellExperiment",GPL-2,10.18129/B9.BIOC.NEUCA
NewWave,1.6.0,"R (>= 4.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.NEWWAVE
nnNorm,2.60.0,"R(>= 2.2.0), marray",LGPL,10.18129/B9.BIOC.NNNORM
nnSVG,1.0.4,R (>= 4.2),MIT,10.18129/B9.BIOC.NNSVG
NOISeq,2.40.0,"R (>= 2.13.0), methods, Biobase (>= 2.13.11), splines (>=
3.0.1), Matrix (>= 1.2)",Artistic-2.0,10.18129/B9.BIOC.NOISEQ
nondetects,2.26.0,"R (>= 3.2), Biobase (>= 2.22.0)",GPL-3,10.18129/B9.BIOC.NONDETECTS
NoRCE,1.8.0,R (>= 4.0),MIT,10.18129/B9.BIOC.NORCE
normalize450K,1.24.0,"R (>= 3.3), Biobase, illuminaio, quadprog",BSD_2_clause,10.18129/B9.BIOC.NORMALIZE450K
NormalyzerDE,1.14.0,R (>= 3.6),Artistic-2.0,10.18129/B9.BIOC.NORMALYZERDE
NormqPCR,1.42.0,"R(>= 2.14.0), stats, RColorBrewer, Biobase, methods, ReadqPCR,
qpcR",LGPL-3,10.18129/B9.BIOC.NORMQPCR
normr,1.22.0,R (>= 3.3.0),GPL-2,10.18129/B9.BIOC.NORMR
NPARC,1.8.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.NPARC
npGSEA,1.32.0,GSEABase (>= 1.24.0),Artistic-2.0,10.18129/B9.BIOC.NPGSEA
NTW,1.46.0,R (>= 2.3.0),GPL-2,10.18129/B9.BIOC.NTW
nucleoSim,1.24.0,NA,Artistic-2.0,10.18129/B9.BIOC.NUCLEOSIM
nucleR,2.28.0,"R (>= 3.5.0), methods",LGPL (>= 3),10.18129/B9.BIOC.NUCLER
nullranges,1.2.0,NA,GPL-3,10.18129/B9.BIOC.NULLRANGES
NuPoP,2.4.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.NUPOP
NxtIRFcore,1.2.1,"R (>= 3.5.0), NxtIRFdata",MIT,10.18129/B9.BIOC.NXTIRFCORE
occugene,1.56.0,R (>= 2.0.0),GPL (>= 2),10.18129/B9.BIOC.OCCUGENE
OCplus,1.70.0,R (>= 2.1.0),LGPL,10.18129/B9.BIOC.OCPLUS
ODER,1.2.0,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.ODER
odseq,1.24.0,R (>= 3.2.3),MIT,10.18129/B9.BIOC.ODSEQ
OGRE,1.0.0,"R (>= 4.1.0), S4Vectors",Artistic-2.0,10.18129/B9.BIOC.OGRE
oligo,1.60.0,"R (>= 3.2.0), BiocGenerics (>= 0.13.11), oligoClasses (>=
1.29.6), Biobase (>= 2.27.3), Biostrings (>= 2.35.12)",LGPL (>= 2),10.18129/B9.BIOC.OLIGO
oligoClasses,1.58.0,R (>= 2.14),GPL (>= 2),10.18129/B9.BIOC.OLIGOCLASSES
OLIN,1.74.1,"R (>= 2.10), methods, locfit, marray",GPL-2,10.18129/B9.BIOC.OLIN
OLINgui,1.70.0,"R (>= 2.0.0), OLIN (>= 1.4.0)",GPL-2,10.18129/B9.BIOC.OLINGUI
OmaDB,2.12.0,"R (>= 3.5), httr (>= 1.2.1), plyr(>= 1.8.4)",GPL-3,10.18129/B9.BIOC.OMADB
omicade4,1.36.0,"R (>= 3.0.0), ade4",GPL-2,10.18129/B9.BIOC.OMICADE4
OmicCircos,1.34.0,"R (>= 2.14.0), methods,GenomicRanges",GPL-2,10.18129/B9.BIOC.OMICCIRCOS
omicplotR,1.16.0,"R (>= 3.6), ALDEx2 (>= 1.18.0)",MIT,10.18129/B9.BIOC.OMICPLOTR
omicRexposome,1.18.0,"R (>= 3.5.0), Biobase",MIT,10.18129/B9.BIOC.OMICREXPOSOME
OmicsLonDA,1.12.0,R(>= 3.6),MIT,10.18129/B9.BIOC.OMICSLONDA
OMICsPCA,1.14.0,"R (>= 3.5.0), OMICsPCAdata",GPL-3,10.18129/B9.BIOC.OMICSPCA
omicsPrint,1.16.0,"R (>= 3.5), MASS",GPL (>= 2),10.18129/B9.BIOC.OMICSPRINT
omicsViewer,1.0.1,R (>= 4.2),GPL-2,10.18129/B9.BIOC.OMICSVIEWER
Omixer,1.6.0,R (>= 4.0.0),MIT,10.18129/B9.BIOC.OMIXER
OmnipathR,3.4.0,R(>= 4.0),MIT,10.18129/B9.BIOC.OMNIPATHR
ompBAM,1.0.0,NA,MIT,10.18129/B9.BIOC.OMPBAM
oncomix,1.18.0,R (>= 3.4.0),GPL-3,10.18129/B9.BIOC.ONCOMIX
OncoSimulR,3.4.0,R (>= 3.5.0),GPL (>= 3),10.18129/B9.BIOC.ONCOSIMULR
oneSENSE,1.18.0,"R (>= 3.4), webshot, shiny, shinyFiles, scatterplot3d",GPL (>= 3),10.18129/B9.BIOC.ONESENSE
onlineFDR,2.4.0,NA,GPL-3,10.18129/B9.BIOC.ONLINEFDR
ontoProc,1.18.0,"R (>= 3.5), ontologyIndex",Artistic-2.0,10.18129/B9.BIOC.ONTOPROC
openPrimeR,1.18.0,R (>= 4.0.0),GPL-2,10.18129/B9.BIOC.OPENPRIMER
openPrimeRui,1.18.0,"R (>= 4.0.0), openPrimeR (>= 0.99.0)",GPL-2,10.18129/B9.BIOC.OPENPRIMERUI
OpenStats,1.8.0,nlme,GPL (>= 2),10.18129/B9.BIOC.OPENSTATS
oposSOM,2.14.0,"R (>= 4.0.0), igraph (>= 1.0.0)",GPL (>= 2),10.18129/B9.BIOC.OPOSSOM
oppar,1.24.0,R (>= 3.3),GPL-2,10.18129/B9.BIOC.OPPAR
oppti,1.10.0,R (>= 3.5),MIT,10.18129/B9.BIOC.OPPTI
optimalFlow,1.8.0,"dplyr, optimalFlowData, rlang (>= 0.4.0)",Artistic-2.0,10.18129/B9.BIOC.OPTIMALFLOW
OPWeight,1.18.0,"R (>= 3.4.0),",Artistic-2.0,10.18129/B9.BIOC.OPWEIGHT
OrderedList,1.68.0,"R (>= 3.6.1), Biobase, twilight",GPL (>= 2),10.18129/B9.BIOC.ORDEREDLIST
ORFhunteR,1.4.0,"Biostrings, rtracklayer, Peptides",Artistic-2.0,10.18129/B9.BIOC.ORFHUNTER
ORFik,1.16.3,"R (>= 3.6.0), IRanges (>= 2.17.1), GenomicRanges (>= 1.35.1),
GenomicAlignments (>= 1.19.0)",MIT,10.18129/B9.BIOC.ORFIK
Organism.dplyr,1.24.0,"R (>= 3.4), dplyr (>= 0.7.0), AnnotationFilter (>= 1.1.3)",Artistic-2.0,10.18129/B9.BIOC.ORGANISM.DPLYR
OrganismDbi,1.38.1,"R (>= 2.14.0), methods, BiocGenerics (>= 0.15.10),
AnnotationDbi (>= 1.33.15), GenomicFeatures (>= 1.39.4)",Artistic-2.0,10.18129/B9.BIOC.ORGANISMDBI
orthogene,1.2.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.ORTHOGENE
OSAT,1.44.0,"methods,stats",Artistic-2.0,10.18129/B9.BIOC.OSAT
Oscope,1.26.0,"EBSeq, cluster, testthat, BiocParallel",Artistic-2.0,10.18129/B9.BIOC.OSCOPE
OTUbase,1.46.0,"R (>= 2.9.0), methods, S4Vectors, IRanges, ShortRead (>=
1.23.15), Biobase, vegan",Artistic-2.0,10.18129/B9.BIOC.OTUBASE
OUTRIDER,1.14.0,"R (>= 3.6), BiocParallel, GenomicFeatures,
SummarizedExperiment, data.table, methods",MIT,10.18129/B9.BIOC.OUTRIDER
OVESEG,1.12.0,R (>= 3.6),GPL-2,10.18129/B9.BIOC.OVESEG
PAA,1.30.0,"R (>= 3.2.0), Rcpp (>= 0.11.6)",BSD_3_clause,10.18129/B9.BIOC.PAA
packFinder,1.8.0,R (>= 4.0.0),GPL-2,10.18129/B9.BIOC.PACKFINDER
padma,1.6.0,"R (>= 4.1.0), SummarizedExperiment, S4Vectors",GPL (>= 3),10.18129/B9.BIOC.PADMA
PADOG,1.38.0,"R (>= 3.0.0), KEGGdzPathwaysGEO, methods,Biobase",GPL (>= 2),10.18129/B9.BIOC.PADOG
pageRank,1.6.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.PAGERANK
