Package,Version,Depends,License,DOI,QID,Descr_lang,Descr,License_DOI
flowMerge,2.44.0,"graph,feature,flowClust,Rgraphviz,foreach,snow",Artistic-2.0,10.18129/B9.BIOC.FLOWMERGE,,,,Q14624826
flowPeaks,1.42.0,R (>= 2.12.0),Artistic-1.0,10.18129/B9.BIOC.FLOWPEAKS,Q34272797,en,scientific article,Q14624823
flowPloidy,1.22.0,NA,GPL-3,10.18129/B9.BIOC.FLOWPLOIDY,Q60535233,en,article,Q63034458
flowPlots,1.44.0,"R (>= 2.13.0), methods",Artistic-2.0,10.18129/B9.BIOC.FLOWPLOTS,,,,Q14624826
FlowSOM,2.4.2000,"R (>= 4.0), igraph",GPL (>= 2),10.18129/B9.BIOC.FLOWSOM,Q30883687,en,scientific article,Q27016752
flowSpecs,1.10.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.FLOWSPECS,,,,Q49108
flowStats,4.8.2002,R (>= 3.0.2),Artistic-2.0,10.18129/B9.BIOC.FLOWSTATS,,,,Q14624826
flowTime,1.20.0,"R (>= 3.4), flowCore",Artistic-2.0,10.18129/B9.BIOC.FLOWTIME,,,,Q14624826
flowTrans,1.48.0,"R (>= 2.11.0), flowCore, flowViz,flowClust",Artistic-2.0,10.18129/B9.BIOC.FLOWTRANS,Q12311671,,,Q14624826
flowUtils,1.59.0,R (>= 2.2.0),Artistic-2.0,10.18129/B9.BIOC.FLOWUTILS,,,,Q14624826
flowViz,1.60.2,"R (>= 2.7.0), flowCore(>= 1.41.9), lattice",Artistic-2.0,10.18129/B9.BIOC.FLOWVIZ,,,,Q14624826
flowVS,1.28.0,"R (>= 3.2), methods, flowCore, flowViz, flowStats",Artistic-2.0,10.18129/B9.BIOC.FLOWVS,Q36087913,en,scientific article,Q14624826
fmcsR,1.38.0,"R (>= 2.10.0), ChemmineR, methods",Artistic-2.0,10.18129/B9.BIOC.FMCSR,Q34365383,en,scientific article,Q14624826
fmrs,1.6.2000,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.FMRS,Q5508831,,,Q63034458
fobitools,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.FOBITOOLS,,,,Q63034458
FoldGO,1.14.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.FOLDGO,Q133792,en,scale model of a celestial body,Q63034458
FRASER,1.8.2001,"BiocParallel, data.table, Rsamtools, SummarizedExperiment",MIT,10.18129/B9.BIOC.FRASER,Q2696422,en,family name,Q49108
frenchFISH,1.8.2000,NA,Artistic-2.0,10.18129/B9.BIOC.FRENCHFISH,,,,Q14624826
FRGEpistasis,1.32.0,"R (>= 2.15), MASS, fda, methods, stats",GPL-2,10.18129/B9.BIOC.FRGEPISTASIS,,,,Q63002579
frma,1.48.0,"R (>= 2.10.0), Biobase (>= 2.6.0)",GPL (>= 2),10.18129/B9.BIOC.FRMA,Q29813479,en,Protein found in Drosophila melanogaster,Q27016752
frmaTools,1.48.0,"R (>= 2.10.0), affy",GPL (>= 2),10.18129/B9.BIOC.FRMATOOLS,,,,Q27016752
FScanR,1.6.2000,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.FSCANR,,,,Q14624826
FunChIP,1.22.0,"R (>= 3.5.0), GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.FUNCHIP,Q38842586,en,scientific article published on 7 April 2017,Q14624826
funtooNorm,1.20.0,R(>= 3.4),GPL-3,10.18129/B9.BIOC.FUNTOONORM,Q31010788,en,scientific article,Q63034458
GA4GHclient,1.20.0,"R (>= 3.5.0), S4Vectors",GPL (>= 2),10.18129/B9.BIOC.GA4GHCLIENT,,,,Q27016752
GA4GHshiny,1.18.0,GA4GHclient,GPL-3,10.18129/B9.BIOC.GA4GHSHINY,,,,Q63034458
gaga,2.42.0,"R (>= 2.8.0), Biobase, coda, EBarrays, mgcv",GPL (>= 2),10.18129/B9.BIOC.GAGA,Q983130,en,genus of plants in the family Pteridaceae,Q27016752
gage,2.46.0,R (>= 3.5.0),GPL (>= 2.0),10.18129/B9.BIOC.GAGE,Q895547,en,American geneticist,"
Q27016752"
gaggle,1.64.0,"R (>= 2.3.0), rJava (>= 0.4), graph (>= 1.10.2), RUnit (>=
0.4.17)",GPL (>= 2),10.18129/B9.BIOC.GAGGLE,Q5516863,en,musical artist,Q27016752
gaia,2.39.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.GAIA,Q191135,en,municipality and city in Portugal,Q63002579
GAPGOM,1.11.2000,R (>= 4.0),MIT,10.18129/B9.BIOC.GAPGOM,,,,Q49108
GAprediction,1.22.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.GAPREDICTION,,,,Q27016752
garfield,1.24.0,NA,GPL-3,10.18129/B9.BIOC.GARFIELD,Q72533,en,comic strip created by Jim Davis,Q63034458
GARS,1.16.0,"R (>= 3.5), ggplot2, cluster",GPL (>= 2),10.18129/B9.BIOC.GARS,Q531813,en,municipality of Germany,Q27016752
GateFinder,1.16.0,NA,Artistic-2.0,10.18129/B9.BIOC.GATEFINDER,Q88930027,en,scientific article published on 01 December 2018,Q14624826
GBScleanR,1.0.0,NA,GPL-3,10.18129/B9.BIOC.GBSCLEANR,,,,Q63034458
gcapc,1.20.0,R (>= 3.4),GPL-3,10.18129/B9.BIOC.GCAPC,,,,Q63034458
gcatest,1.26.0,R (>= 3.2),GPL-3,10.18129/B9.BIOC.GCATEST,,,,Q63034458
gCrisprTools,2.2.2001,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.GCRISPRTOOLS,,,,Q14624826
gcrma,2.68.0,"R (>= 2.6.0), affy (>= 1.23.2), graphics, methods, stats,
utils",LGPL,10.18129/B9.BIOC.GCRMA,,,,Q192897
GCSConnection,1.7.2000,R (>= 4.0.0),GPL (>= 2),10.18129/B9.BIOC.GCSCONNECTION,,,,Q27016752
GCSFilesystem,1.6.2000,R (>= 4.0.0),GPL (>= 2),10.18129/B9.BIOC.GCSFILESYSTEM,,,,Q27016752
GCSscore,1.10.2000,R (>= 3.6),GPL (>= 3),10.18129/B9.BIOC.GCSSCORE,Q112647084,en,scientific article published on 01 February 2021,Q27016754
GDCRNATools,1.16.2,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GDCRNATOOLS,Q87978080,en,scientific article published on 01 July 2018,Q14624826
GDSArray,1.16.0,"R (>= 3.5), gdsfmt, methods, BiocGenerics, DelayedArray (>=
0.5.32)",GPL-3,10.18129/B9.BIOC.GDSARRAY,,,,Q63034458
gdsfmt,1.32.0,"R (>= 2.15.0), methods",LGPL-3,10.18129/B9.BIOC.GDSFMT,,,,Q18534393
GEM,1.22.0,R (>= 3.3),Artistic-2.0,10.18129/B9.BIOC.GEM,Q8923,en,zodiac constellation in the northern hemisphere,Q14624826
gemini,1.10.2000,R (>= 4.1.0),BSD_3_clause,10.18129/B9.BIOC.GEMINI,Q8923,en,zodiac constellation in the northern hemisphere,Q18491847
genbankr,1.24.0,methods,Artistic-2.0,10.18129/B9.BIOC.GENBANKR,,,,Q14624826
geneAttribution,1.22.0,NA,Artistic-2.0,10.18129/B9.BIOC.GENEATTRIBUTION,Q39051781,en,scientific article published on 28 December 2016,Q14624826
GeneBreak,1.26.0,"R(>= 3.2), QDNAseq, CGHcall, CGHbase, GenomicRanges",GPL-2,10.18129/B9.BIOC.GENEBREAK,Q38676455,en,scientific article published on 19 September 2016,Q63002579
geneClassifiers,1.20.0,R (>= 3.6.0),GPL-2,10.18129/B9.BIOC.GENECLASSIFIERS,,,,Q63002579
GeneExpressionSignature,1.42.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.GENEEXPRESSIONSIGNATURE,Q39200899,en,scientific article published on February 2013,Q63002579
genefilter,1.78.0,NA,Artistic-2.0,10.18129/B9.BIOC.GENEFILTER,,,,Q14624826
genefu,2.28.0,"R (>= 4.1), survcomp, biomaRt, iC10, AIMS",Artistic-2.0,10.18129/B9.BIOC.GENEFU,Q40274876,en,scientific article published on 24 November 2015,Q14624826
GeneGA,1.46.0,"seqinr, hash, methods",GPL-2,10.18129/B9.BIOC.GENEGA,Q5775493,en,village in Iran,Q63002579
GeneGeneInteR,1.22.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.GENEGENEINTER,,,,Q27016752
GeneMeta,1.68.0,"R (>= 2.10), methods, Biobase (>= 2.5.5), genefilter",Artistic-2.0,10.18129/B9.BIOC.GENEMETA,,,,Q14624826
GeneNetworkBuilder,1.38.0,"R (>= 2.15.1), Rcpp (>= 0.9.13)",GPL (>= 2),10.18129/B9.BIOC.GENENETWORKBUILDER,,,,Q27016752
GeneOverlap,1.32.0,NA,GPL-3,10.18129/B9.BIOC.GENEOVERLAP,,,,Q63034458
geneplast,1.22.0,"R (>= 4.0), methods",GPL (>= 2),10.18129/B9.BIOC.GENEPLAST,,,,Q27016752
geneplotter,1.74.0,"R (>= 2.10), methods, Biobase, BiocGenerics, lattice, annotate",Artistic-2.0,10.18129/B9.BIOC.GENEPLOTTER,,,,Q14624826
geneRecommender,1.68.0,"R (>= 1.8.0), Biobase (>= 1.4.22), methods",GPL (>= 2),10.18129/B9.BIOC.GENERECOMMENDER,,,,Q27016752
GeneRegionScan,1.52.0,"methods, Biobase (>= 2.5.5), Biostrings",GPL (>= 2),10.18129/B9.BIOC.GENEREGIONSCAN,Q41990502,en,scientific article published on 27 April 2009,Q27016752
geneRxCluster,1.32.0,"GenomicRanges,IRanges",GPL (>= 2),10.18129/B9.BIOC.GENERXCLUSTER,,,,Q27016752
GeneSelectMMD,2.40.0,"R (>= 2.13.2), Biobase",GPL (>= 2),10.18129/B9.BIOC.GENESELECTMMD,,,,Q27016752
GENESIS,2.26.0,NA,GPL-3,10.18129/B9.BIOC.GENESIS,Q9184,en,the first book of the Holy Bible,Q63034458
GeneStructureTools,1.16.0,NA,BSD_3_clause,10.18129/B9.BIOC.GENESTRUCTURETOOLS,,,,Q18491847
geNetClassifier,1.36.0,"R (>= 2.10.1), Biobase (>= 2.5.5), EBarrays, minet, methods",GPL (>= 2),10.18129/B9.BIOC.GENETCLASSIFIER,,,,Q27016752
GeneticsPed,1.58.0,"R (>= 2.4.0), MASS",LGPL (>= 2.1),10.18129/B9.BIOC.GENETICSPED,,,,Q27016757
GeneTonic,2.0.1,R (>= 4.0.0),MIT,10.18129/B9.BIOC.GENETONIC,Q111150058,en,scientific article published on 23 December 2021,Q49108
geneXtendeR,1.22.0,"rtracklayer, GO.db, R (>= 3.5.0)",GPL (>= 3),10.18129/B9.BIOC.GENEXTENDER,,,,Q27016754
GENIE3,1.18.0,NA,GPL (>= 2),10.18129/B9.BIOC.GENIE3,,,,Q27016752
genoCN,1.48.0,NA,GPL (>= 2),10.18129/B9.BIOC.GENOCN,,,,Q27016752
genomation,1.28.0,"R (>= 3.5.0), grid",Artistic-2.0,10.18129/B9.BIOC.GENOMATION,Q48535467,en,scientific article published on 21 November 2014,Q14624826
GenomeInfoDb,1.32.2,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.25.12), IRanges (>= 2.13.12)",Artistic-2.0,10.18129/B9.BIOC.GENOMEINFODB,,,,Q14624826
genomeIntervals,1.52.0,"R (>= 2.15.0), methods, intervals (>= 0.14.0), BiocGenerics
(>= 0.15.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMEINTERVALS,,,,Q14624826
genomes,3.26.0,"readr, curl",GPL-3,10.18129/B9.BIOC.GENOMES,Q7020,en,entirety of an organism's hereditary information; genome of organism (encoded by the genomic DNA) is the (biological) information of heredity which is passed from one generation of organism to the next; is transcribed to produce various RNAs,Q63034458
GenomicAlignments,1.32.1,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>= 1.13.1),
GenomicRanges (>= 1.41.5), SummarizedExperiment (>= 1.9.13),
Biostrings (>= 2.55.7), Rsamtools (>= 1.31.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMICALIGNMENTS,,,,Q14624826
GenomicDataCommons,1.20.1,"R (>= 3.4.0), magrittr",Artistic-2.0,10.18129/B9.BIOC.GENOMICDATACOMMONS,Q57635815,en,scholarly article published 15 March 2017,Q14624826
GenomicDistributions,1.4.2006,"R (>= 4.0), IRanges, GenomicRanges",BSD_2_clause,10.18129/B9.BIOC.GENOMICDISTRIBUTIONS,,,,Q18517294
GenomicFeatures,1.48.3,"R (>= 3.5.0), BiocGenerics (>= 0.1.0), S4Vectors (>= 0.17.29),
IRanges (>= 2.13.23), GenomeInfoDb (>= 1.25.7), GenomicRanges
(>= 1.31.17), AnnotationDbi (>= 1.41.4)",Artistic-2.0,10.18129/B9.BIOC.GENOMICFEATURES,,,,Q14624826
GenomicFiles,1.32.1,"R (>= 3.1.0), methods, BiocGenerics (>= 0.11.2),
MatrixGenerics, GenomicRanges (>= 1.31.16),
SummarizedExperiment, BiocParallel (>= 1.1.0), Rsamtools (>=
1.17.29), rtracklayer (>= 1.25.3)",Artistic-2.0,10.18129/B9.BIOC.GENOMICFILES,,,,Q14624826
GenomicInteractions,1.30.0,"R (>= 3.5), InteractionSet",GPL-3,10.18129/B9.BIOC.GENOMICINTERACTIONS,Q31024668,en,scientific article,Q63034458
GenomicOZone,1.10.2000,"R (>= 4.0.0), Ckmeans.1d.dp (>= 4.3.0), GenomicRanges,
biomaRt, ggplot2",LGPL (>= 3),10.18129/B9.BIOC.GENOMICOZONE,,,,Q27016762
GenomicRanges,1.48.0,"R (>= 4.0.0), methods, stats4, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.15.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMICRANGES,,,,Q14624826
GenomicScores,2.8.2002,"R (>= 3.5), S4Vectors (>= 0.7.21), GenomicRanges, methods,
BiocGenerics (>= 0.13.8)",Artistic-2.0,10.18129/B9.BIOC.GENOMICSCORES,Q53820714,en,scientific article,"
Q14624826"
GenomicSuperSignature,1.4.2000,"R (>= 4.1.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.GENOMICSUPERSIGNATURE,,,,Q14624826
GenomicTuples,1.30.0,"R (>= 4.0), GenomicRanges (>= 1.37.4), GenomeInfoDb (>=
1.15.2), S4Vectors (>= 0.17.25)",Artistic-2.0,10.18129/B9.BIOC.GENOMICTUPLES,,,,Q14624826
genphen,1.24.0,"R (>= 3.5.0), Rcpp (>= 0.12.17), methods, stats, graphics",GPL (>= 2),10.18129/B9.BIOC.GENPHEN,,,,Q27016752
GenProSeq,1.0.0,"keras, mclust, R (>= 4.2)",Artistic-2.0,10.18129/B9.BIOC.GENPROSEQ,,,,Q14624826
GenVisR,1.28.0,"R (>= 3.3.0), methods",GPL-3,10.18129/B9.BIOC.GENVISR,Q37291788,en,scientific article published on 10 June 2016,Q63034458
GeoDiff,1.2.2000,"R (>= 4.1.0), Biobase",MIT,10.18129/B9.BIOC.GEODIFF,,,,Q49108
GEOexplorer,1.2.2000,"shiny, limma, Biobase, plotly, shinyBS",GPL-3,10.18129/B9.BIOC.GEOEXPLORER,,,,Q63034458
GEOfastq,1.4.2000,NA,MIT,10.18129/B9.BIOC.GEOFASTQ,,,,Q49108
GEOmetadb,1.58.0,"GEOquery,RSQLite",Artistic-2.0,10.18129/B9.BIOC.GEOMETADB,Q37090738,en,scientific article published on 07 October 2008,Q14624826
GeomxTools,3.0.1,"R (>= 3.6), Biobase, NanoStringNCTools, S4Vectors",MIT,10.18129/B9.BIOC.GEOMXTOOLS,,,,Q49108
GEOquery,2.64.2,"methods, Biobase",MIT,10.18129/B9.BIOC.GEOQUERY,Q42620171,en,scientific article published on 12 May 2007,Q49108
GEOsubmission,1.48.0,NA,GPL (>= 2),10.18129/B9.BIOC.GEOSUBMISSION,,,,Q27016752
gep2pep,1.16.0,NA,GPL-3,10.18129/B9.BIOC.GEP2PEP,Q90921376,en,scientific article published on 24 October 2019,Q63034458
gespeR,1.28.0,"methods, graphics, ggplot2, R(>= 2.10)",GPL-3,10.18129/B9.BIOC.GESPER,Q83351415,en,family name,Q63034458
getDEE2,1.6.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.GETDEE2,,,,Q63034458
geva,1.4.2000,R (>= 4.1),LGPL-3,10.18129/B9.BIOC.GEVA,Q1000908,en,Kibbutz in North-Israel,Q18534393
GEWIST,1.40.0,"R (>= 2.10), car",GPL-2,10.18129/B9.BIOC.GEWIST,Q1520772,,,Q63002579
ggbio,1.44.1,"methods, BiocGenerics, ggplot2 (>= 1.0.0)",Artistic-2.0,10.18129/B9.BIOC.GGBIO,Q28658419,en,scientific article (publication date: 31 August 2012),Q14624826
ggcyto,1.24.1,"methods, ggplot2(>= 3.3.0), flowCore(>= 1.41.5), ncdfFlow(>=
2.17.1), flowWorkspace(>= 3.33.1)",Artistic-2.0,10.18129/B9.BIOC.GGCYTO,Q88989675,en,scientific article published on 01 November 2018,Q14624826
ggmanh,1.0.0,"methods, ggplot2",MIT,10.18129/B9.BIOC.GGMANH,,,,Q49108
ggmsa,1.2.2003,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.GGMSA,,,,Q14624826
GGPA,1.8.2000,"R (>= 4.0.0), stats, methods, graphics, GGally, network, sna,
scales, matrixStats",GPL (>= 2),10.18129/B9.BIOC.GGPA,Q3405815,en,Canadian performing arts award,Q27016752
ggspavis,1.2.2000,ggplot2,MIT,10.18129/B9.BIOC.GGSPAVIS,,,,Q49108
ggtree,3.4.2001,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GGTREE,Q112338735,en,R package for visualization and annotation of phylogenetic trees with their covariates and other associated data,Q14624826
ggtreeExtra,1.6.2000,NA,GPL (>= 3),10.18129/B9.BIOC.GGTREEEXTRA,Q112338760,en,Compact Visualization of Richly Annotated Phylogenetic Data,Q27016754
GIGSEA,1.14.0,"R (>= 3.5), Matrix, MASS, locfdr, stats, utils",LGPL-3,10.18129/B9.BIOC.GIGSEA,Q90239270,en,scientific article published on 01 January 2019,Q18534393
girafe,1.48.0,"R (>= 2.10.0), methods, BiocGenerics (>= 0.13.8), S4Vectors
(>= 0.17.25), Rsamtools (>= 1.31.2), intervals (>= 0.13.1),
ShortRead (>= 1.37.1), genomeIntervals (>= 1.25.1), grid",Artistic-2.0,10.18129/B9.BIOC.GIRAFE,Q8832,en,constellation in the northern celestial hemisphere,Q14624826
GISPA,1.20.0,R (>= 3.5),GPL-2,10.18129/B9.BIOC.GISPA,Q108922548,,,Q63002579
GLAD,2.60.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.GLAD,Q10505172,en,family name,Q63002579
GladiaTOX,1.12.2000,"R (>= 3.6.0), data.table (>= 1.9.4)",GPL-2,10.18129/B9.BIOC.GLADIATOX,Q92377918,en,scientific article published on 01 October 2019,Q63002579
Glimma,2.6.2000,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.GLIMMA,Q35705847,en,reef in Norway,Q63034458
glmGamPoi,1.8.2000,NA,GPL-3,10.18129/B9.BIOC.GLMGAMPOI,Q104138299,en,scientific article published on 09 December 2020,Q63034458
glmSparseNet,1.14.1,"R (>= 4.1), Matrix, MultiAssayExperiment, glmnet",GPL-3,10.18129/B9.BIOC.GLMSPARSENET,,,,Q63034458
GlobalAncova,4.14.0,"methods, corpcor, globaltest",GPL (>= 2),10.18129/B9.BIOC.GLOBALANCOVA,Q48374572,en,scientific article published on 17 November 2007,Q27016752
globalSeq,1.24.0,R (>= 3.0.0),GPL-3,10.18129/B9.BIOC.GLOBALSEQ,,,,Q63034458
globaltest,5.50.0,"methods, survival",GPL (>= 2),10.18129/B9.BIOC.GLOBALTEST,Q1531549,en,free software,Q27016752
gmapR,1.38.0,"R (>= 2.15.0), methods, GenomeInfoDb (>= 1.1.3), GenomicRanges
(>= 1.31.8), Rsamtools (>= 1.31.2)",Artistic-2.0,10.18129/B9.BIOC.GMAPR,,,,Q14624826
GmicR,1.10.2000,NA,GPL-2,10.18129/B9.BIOC.GMICR,,,,Q63002579
gmoviz,1.8.2000,"circlize, GenomicRanges, graphics, R (>= 4.0)",GPL-3,10.18129/B9.BIOC.GMOVIZ,,,,Q63034458
GMRP,1.24.0,"R(>= 3.3.0),stats,utils,graphics, grDevices, diagram, plotrix,
base,GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.GMRP,Q18047528,en,protein-coding gene in the species Homo sapiens,Q27016752
GNET2,1.12.2000,R (>= 3.6),Apache License 2.0,10.18129/B9.BIOC.GNET2,Q104059831,en,scientific article published on 20 October 2020,Q13785927
GOexpress,1.30.0,"R (>= 3.4), grid, stats, graphics, Biobase (>= 2.22.0)",GPL (>= 3),10.18129/B9.BIOC.GOEXPRESS,Q31057102,en,scientific article,Q27016754
GOfuncR,1.16.0,"R (>= 3.4), vioplot (>= 0.2),",GPL (>= 2),10.18129/B9.BIOC.GOFUNCR,,,,Q27016752
GOpro,1.22.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.GOPRO,Q733482,en,American technology company,Q63034458
goProfiles,1.58.0,"Biobase, AnnotationDbi, GO.db, CompQuadForm, stringr",GPL-2,10.18129/B9.BIOC.GOPROFILES,,,,Q63002579
GOSemSim,2.22.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GOSEMSIM,Q38375582,en,scientific article published on 23 February 2010,Q14624826
goseq,1.48.0,"R (>= 2.11.0), BiasedUrn, geneLenDataBase (>= 1.9.2)",LGPL (>= 2),10.18129/B9.BIOC.GOSEQ,,,,
GOSim,1.34.0,"GO.db, annotate",GPL (>= 2),10.18129/B9.BIOC.GOSIM,Q33285423,en,scientific article,Q27016752
goSTAG,1.20.0,R (>= 3.4),GPL-3,10.18129/B9.BIOC.GOSTAG,Q2606832,en,"river in Krasnodar Krai, Russia",Q63034458
GOstats,2.62.0,"R (>= 2.10), Biobase (>= 1.15.29), Category (>= 2.43.2), graph",Artistic-2.0,10.18129/B9.BIOC.GOSTATS,,,,Q14624826
GOsummaries,2.32.0,"R (>= 2.15), Rcpp",GPL (>= 2),10.18129/B9.BIOC.GOSUMMARIES,Q31049056,en,scientific article,Q27016752
GOTHiC,1.32.0,"R (>= 3.5.0), methods, GenomicRanges, Biostrings, BSgenome,
data.table",GPL-3,10.18129/B9.BIOC.GOTHIC,Q35722,en,extinct East Germanic language that was spoken by the Goths,Q63034458
goTools,1.70.0,GO.db,GPL-2,10.18129/B9.BIOC.GOTOOLS,,,,Q63002579
GPA,1.8.2000,"R (>= 4.0.0), methods, graphics, Rcpp",GPL (>= 2),10.18129/B9.BIOC.GPA,Q1161568,en,wegner granulomatosis,Q27016752
gpart,1.13.0,"R (>= 3.5.0), grid, Homo.sapiens,
TxDb.Hsapiens.UCSC.hg38.knownGene,",MIT,10.18129/B9.BIOC.GPART,Q5590517,,,Q49108
gpls,1.68.0,NA,Artistic-2.0,10.18129/B9.BIOC.GPLS,Q30268112,en,"state-level public library service for Georgia, United States",Q14624826
gprege,1.39.0,"R (>= 2.10), gptk",AGPL-3,10.18129/B9.BIOC.GPREGE,,,,Q27017232
gpuMagic,1.12.2000,"R (>= 3.6.0), methods, utils",GPL-3,10.18129/B9.BIOC.GPUMAGIC,,,,Q63034458
GRaNIE,1.0.5,"R (>= 4.2.0), tidyverse, topGO",Artistic-2.0,10.18129/B9.BIOC.GRANIE,Q1527239,en,village of Poland,Q14624826
granulator,1.4.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.GRANULATOR,Q1543242,,,Q63034458
graper,1.12.2000,R (>= 3.6),GPL (>= 2),10.18129/B9.BIOC.GRAPER,Q37227344,en,family name,Q27016752
graph,1.74.0,"R (>= 2.10), methods, BiocGenerics (>= 0.13.11)",Artistic-2.0,10.18129/B9.BIOC.GRAPH,Q17514,en,"writing or drawing etched, scratched, scribbled, or sprayed (often, but not always illicitly) on a wall or other surface in a public place",Q14624826
GraphAT,1.68.0,"R (>= 2.10), graph, methods",LGPL,10.18129/B9.BIOC.GRAPHAT,Q43881999,en,scientific article published in August 1990,Q192897
graphite,1.42.0,"R (>= 4.2), methods",AGPL-3,10.18129/B9.BIOC.GRAPHITE,Q5309,en,"allotrope of carbon, mineral, substance",Q27017232
GraphPAC,1.38.0,"R(>= 2.15),iPAC, igraph, TSP, RMallow",GPL-2,10.18129/B9.BIOC.GRAPHPAC,,,,Q63002579
GRENITS,1.48.0,"R (>= 2.12.0), Rcpp (>= 0.8.6), RcppArmadillo (>= 0.2.8),
ggplot2 (>= 0.9.0)",GPL (>= 2),10.18129/B9.BIOC.GRENITS,,,,Q27016752
GreyListChIP,1.28.1,"R (>= 4.0), methods, GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.GREYLISTCHIP,,,,Q14624826
GRmetrics,1.22.0,"R (>= 4.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.GRMETRICS,,,,Q63034458
groHMM,1.30.1,"R (>= 3.5.0), MASS, parallel, S4Vectors (>= 0.17.25), IRanges
(>= 2.13.12), GenomeInfoDb, GenomicRanges (>= 1.31.8),
GenomicAlignments (>= 1.15.6), rtracklayer (>= 1.39.7)",GPL-3,10.18129/B9.BIOC.GROHMM,Q30980309,en,scientific article,Q63034458
GRridge,1.20.0,"R (>= 3.2), penalized, Iso, survival, methods,
graph,stats,glmnet,mvtnorm",GPL-3,10.18129/B9.BIOC.GRRIDGE,,,,Q63034458
GSALightning,1.24.0,R (>= 3.3.0),GPL (>= 2),10.18129/B9.BIOC.GSALIGHTNING,,,,Q27016752
GSAR,1.30.0,"R (>= 3.0.1), igraph (>= 0.7.1)",GPL (>= 2),10.18129/B9.BIOC.GSAR,Q18264555,en,protein-coding gene in the species Mus musculus,Q27016752
GSCA,2.26.0,"shiny, sp, gplots, ggplot2, reshape2, RColorBrewer, rhdf5,
R(>= 2.10.0)",GPL (>= 2),10.18129/B9.BIOC.GSCA,Q43895347,en,"nonprofit organization in Holly Springs, United States",Q27016752
gscreend,1.10.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.GSCREEND,Q89980695,en,scientific article published on 02 March 2020,Q63034458
GSEABase,1.58.0,"R (>= 2.6.0), BiocGenerics (>= 0.13.8), Biobase (>= 2.17.8),
annotate (>= 1.45.3), methods, graph (>= 1.37.2)",Artistic-2.0,10.18129/B9.BIOC.GSEABASE,,,,Q14624826
GSEABenchmarkeR,1.16.0,"R (>= 3.5.0), Biobase, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.GSEABENCHMARKER,,,,Q14624826
GSEAlm,1.56.0,Biobase,Artistic-2.0,10.18129/B9.BIOC.GSEALM,,,,Q14624826
GSEAmining,1.6.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.GSEAMINING,,,,Q63034458
gsean,1.16.0,"R (>= 3.5), fgsea, PPInfer",Artistic-2.0,10.18129/B9.BIOC.GSEAN,,,,Q14624826
GSgalgoR,1.6.2000,NA,MIT,10.18129/B9.BIOC.GSGALGOR,,,,Q49108
GSReg,1.30.0,"R (>= 2.13.1), Homo.sapiens, org.Hs.eg.db, GenomicFeatures,
AnnotationDbi",GPL-2,10.18129/B9.BIOC.GSREG,,,,Q63002579
GSRI,2.44.0,"R (>= 2.14.2), fdrtool",GPL-3,10.18129/B9.BIOC.GSRI,Q66865000,en,scientific article published on 01 January 1975,Q63034458
GSVA,1.44.2,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.GSVA,Q30586230,en,scientific article,Q27016752
gtrellis,1.28.0,"R (>= 3.1.2), grid, IRanges, GenomicRanges",MIT,10.18129/B9.BIOC.GTRELLIS,Q35992759,en,scientific article,Q49108
